Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.85,0.21,0.0,1.7,,5,413,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.76,0.14,0.0,1.02,,5,252,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.79,0.26,0.0,31.83,,5,15,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.51,0.03,0.0,26.57,,3,12,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,5.84,0.21,0.0,3.71,33.75,3,280,21,MLP,IID,AG_NEWS,0.35,0.8784,0.7106,0.1958,1.39,0.556,0.4744,0.7723,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.1
Client 1,2,4.95,0.21,0.0,1.9,,5,377,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.78,0.1,0.0,1.38,,5,241,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.26,0.26,0.0,24.19,,5,26,28,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.08,0.2,0.0,38.64,,3,12,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,8.06,0.21,0.0,4.09,41.43,3,282,27,MLP,IID,AG_NEWS,0.19,0.9442,0.8775,0.0849,1.09,0.7034,0.6533,0.4919,,"{ON,OFF,ON,OFF,OFF,ON}",0.21
Client 1,3,5.63,0.21,0.0,1.6,,5,379,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,1.97,0.24,0.0,0.82,,5,211,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,2.07,0.2,0.0,27.12,,5,28,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,1.62,0.07,0.0,47.84,,3,13,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,7.26,0.21,0.0,3.7,50.56,3,277,30,MLP,IID,AG_NEWS,0.15,0.9545,0.9098,0.0694,0.99,0.7322,0.6895,0.4439,,"{OFF,OFF,OFF,OFF,OFF,ON}",0.19
