Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.81,0.05,0.0,2.22,,5,396,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,1.05,0.27,0.0,1.36,,5,240,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,1.14,0.22,0.0,35.1,,5,18,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.58,0.03,0.0,29.63,,3,11,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,6.63,0.19,0.0,3.38,37.23,3,280,22,MLP,IID,AG_NEWS,0.36,0.8839,0.8191,0.1667,1.04,0.6901,0.6328,0.5358,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.1
Client 1,2,5.69,0.05,0.0,1.51,,5,372,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.99,0.17,0.0,0.72,,5,218,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.93,0.22,0.0,34.38,,5,25,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.76,0.26,0.0,39.31,,3,21,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,6.02,0.19,0.0,2.81,42.25,3,272,25,MLP,IID,AG_NEWS,0.19,0.9426,0.9147,0.0851,0.93,0.7569,0.7127,0.4221,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.21
Client 1,3,6.9,0.05,0.0,2.14,,5,344,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.19,0.06,0.0,1.46,,5,204,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,2.77,0.17,0.0,48.19,,5,24,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,3.06,0.12,0.0,41.93,,3,27,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,8.02,0.19,0.0,3.17,52.09,3,269,30,MLP,IID,AG_NEWS,0.17,0.9478,0.9363,0.0747,0.84,0.7842,0.7422,0.3769,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.3
Client 1,4,7.36,0.05,0.0,2.36,,5,338,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,2.99,0.1,0.0,1.61,,5,204,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,3.45,0.17,0.0,31.28,,5,43,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,3.09,0.11,0.0,30.88,,3,35,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,6.41,0.19,0.0,2.46,36.33,3,251,32,MLP,IID,AG_NEWS,0.14,0.9559,0.9173,0.0633,0.78,0.7983,0.7588,0.3439,,"{ON,OFF,ON,OFF,OFF,ON}",0.19
Client 1,5,7.33,0.05,0.0,1.75,,5,340,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,2.72,0.11,0.0,1.49,,5,204,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,3.51,0.22,0.0,48.81,,5,26,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,3.69,0.11,0.0,39.13,,3,28,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,8.11,0.19,0.0,3.31,53.45,3,266,31,MLP,IID,AG_NEWS,0.13,0.9605,0.9486,0.0559,0.76,0.8019,0.7657,0.3527,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.22
Client 1,6,8.31,0.05,0.0,1.45,,5,319,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,3.8,0.12,0.0,1.36,,5,210,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,4.28,0.23,0.0,29.73,,5,43,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,6,4.75,0.09,0.0,46.56,,3,36,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,6,8.27,0.19,0.0,2.66,52.91,3,255,31,MLP,IID,AG_NEWS,0.12,0.9632,0.9159,0.0508,0.72,0.8098,0.7753,0.3288,,"{ON,OFF,ON,OFF,OFF,ON}",0.21
Client 1,7,6.35,0.05,0.0,1.78,,5,244,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,7,4.03,0.1,0.0,2.07,,5,215,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,7,4.43,0.23,0.0,29.54,,5,48,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,7,5.88,0.09,0.0,23.66,,3,71,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,7,6.95,0.19,0.0,2.14,35.47,3,242,32,MLP,IID,AG_NEWS,0.11,0.9648,0.8545,0.0487,0.71,0.8128,0.7803,0.3336,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.18
