Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,43.62,0.0,0.0,13.72,,5,316,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,17.75,0.0,0.0,10.69,,5,189,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,18.01,0.0,0.0,58.91,,5,132,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,17.4,0.0,0.0,45.25,,3,105,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,63.83,0.0,0.0,31.72,98.17,3,274,16,CNN 16k,IID,FashionMNIST,0.34,0.8864,0.8012,0.377,1.16,0.7348,0.7057,0.9099,"{OFF,OFF,OFF,OFF,OFF,OFF}",6.04
Client 1,2,15.0,0.05,345.06,7.28,,5,437,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,24.17,0.05,61.13,6.11,,5,283,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,4.32,0.0,111.3,33.18,375.55,5,282,27,CNN 16k,IID,FashionMNIST,0.86,0.6377,0.644,1.4025,1.38,0.7395,0.7002,0.8637,"{ON,OFF,OFF,OFF,OFF,ON}",9.8
Client 1,3,44.78,0.14,0.0,13.46,,5,373,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,24.63,0.18,0.0,9.01,,5,295,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,33.82,0.12,0.0,43.46,81.19,5,218,26,CNN 16k,IID,FashionMNIST,0.22,0.9162,0.8633,0.299,0.98,0.7784,0.7423,0.7225,"{ON,OFF,OFF,OFF,OFF,ON}",6.19
Client 1,4,63.55,0.15,0.0,15.49,,5,379,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,47.64,0.19,0.0,8.57,,5,329,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,45.93,0.07,0.0,17.42,91.24,5,351,26,CNN 16k,IID,FashionMNIST,0.22,0.9229,0.8925,0.2773,0.76,0.7986,0.7798,0.6003,"{ON,OFF,OFF,OFF,OFF,ON}",6.99
Client 1,5,74.58,0.17,0.0,14.89,,5,371,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,53.05,0.27,0.0,14.01,,5,324,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,62.09,0.03,0.0,60.31,126.89,5,232,26,CNN 16k,IID,FashionMNIST,0.19,0.9342,0.8676,0.2092,0.74,0.7706,0.7571,0.7712,"{ON,OFF,OFF,OFF,OFF,ON}",5.77
Client 1,6,88.94,0.08,0.0,13.82,,5,364,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,66.53,0.46,0.0,17.31,,5,333,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,76.33,0.02,0.0,38.28,119.57,5,308,26,CNN 16k,IID,FashionMNIST,0.17,0.9361,0.8941,0.2208,0.8,0.785,0.7687,0.6345,"{ON,OFF,OFF,OFF,OFF,ON}",6.58
Client 1,7,92.27,0.17,0.0,17.58,,5,369,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,90.33,0.25,0.0,11.01,,5,346,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,75.63,0.02,0.0,36.26,121.85,5,328,26,CNN 16k,IID,FashionMNIST,0.16,0.9407,0.9008,0.1918,0.64,0.8043,0.7863,0.5853,"{ON,OFF,OFF,OFF,OFF,ON}",6.96
Client 1,8,94.05,0.21,0.0,15.39,,5,363,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,82.93,0.09,0.0,15.81,,5,341,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,78.98,0.0,0.0,67.89,152.66,5,259,26,CNN 16k,IID,FashionMNIST,0.15,0.9456,0.9216,0.1841,0.75,0.8243,0.8016,0.5301,"{ON,OFF,OFF,OFF,OFF,ON}",6.87
Client 1,9,95.3,0.11,0.0,19.45,,5,356,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,86.55,0.11,0.0,18.99,,5,341,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,89.28,0.0,0.0,64.49,160.04,5,270,26,CNN 16k,IID,FashionMNIST,0.19,0.9282,0.9072,0.2474,0.55,0.8345,0.8171,0.4786,"{ON,OFF,OFF,OFF,OFF,ON}",6.64
Client 1,10,108.7,0.1,0.0,23.98,,5,352,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,118.9,0.18,0.0,17.33,,5,348,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,111.62,0.0,0.0,41.9,160.01,5,334,26,CNN 16k,IID,FashionMNIST,0.2,0.9274,0.9153,0.2547,0.61,0.8297,0.8104,0.555,"{ON,OFF,OFF,OFF,OFF,ON}",6.64
