Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,43.37,0.0,0.0,14.98,,5,338,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,17.29,0.0,0.0,9.91,,5,197,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,15.25,0.0,0.0,22.61,,5,151,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,13.38,0.0,0.0,39.97,,3,95,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,52.1,0.0,0.0,37.81,99.86,3,262,19,CNN 16k,non-IID,FashionMNIST,0.33,0.8888,0.7571,0.3432,1.79,0.6476,0.595,1.154,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,76.65,0.0,0.0,18.02,,5,317,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,35.34,0.0,0.0,23.22,,5,218,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,37.46,0.0,0.0,21.05,,5,210,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,27.88,0.0,0.0,61.74,,3,109,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,87.67,0.0,0.0,37.01,135.75,3,255,20,CNN 16k,non-IID,FashionMNIST,0.23,0.9179,0.8387,0.2178,1.24,0.726,0.6797,0.7845,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,3,77.7,0.0,0.0,13.22,,5,276,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,38.6,0.0,0.0,22.74,,5,203,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,50.34,0.0,0.0,36.86,,5,173,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,44.38,0.0,0.0,52.35,,3,154,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,84.97,0.0,0.0,30.12,124.07,3,245,21,CNN 16k,non-IID,FashionMNIST,0.17,0.942,0.8743,0.1687,1.04,0.7645,0.7326,0.8038,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,4,81.75,0.0,0.0,13.67,,5,272,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,49.0,0.0,0.0,25.09,,5,212,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,53.44,0.0,0.0,29.7,,5,171,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,59.39,0.0,0.0,49.68,,3,152,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,91.33,0.0,0.0,32.52,132.07,3,245,21,CNN 16k,non-IID,FashionMNIST,0.22,0.9235,0.8674,0.1967,0.83,0.7813,0.7455,0.6442,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,5,102.32,0.0,0.0,12.3,,5,267,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,76.97,0.0,0.0,14.98,,5,218,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,77.67,0.0,0.0,71.2,,5,157,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,50.01,0.0,0.0,26.08,,3,202,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,108.56,0.0,0.0,34.5,158.24,3,248,21,CNN 16k,non-IID,FashionMNIST,0.2,0.9269,0.879,0.2197,0.85,0.7834,0.7516,0.6439,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,6,142.94,0.0,0.0,13.95,,5,247,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,84.33,0.0,0.0,36.5,,5,210,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,104.37,0.0,0.0,60.2,,5,189,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,99.46,0.0,0.0,87.29,,3,171,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,138.78,0.0,0.0,20.08,197.32,3,229,20,CNN 16k,non-IID,FashionMNIST,0.17,0.9374,0.881,0.2135,0.88,0.7858,0.7554,0.673,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,7,153.67,0.0,0.0,22.94,,5,239,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,113.75,0.0,0.0,43.83,,5,213,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
