Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,37.67,0.0,0.0,13.9,,5,344,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,14.42,0.0,0.0,6.44,,5,184,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,14.82,0.0,0.0,10.75,,5,167,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,13.77,0.0,0.0,51.42,,3,78,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,47.4,0.0,0.0,23.58,79.2,3,259,19,CNN 16k,non-IID,FashionMNIST,0.38,0.8768,0.806,0.3986,1.77,0.7029,0.6623,0.9018,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,62.22,0.0,0.0,14.7,,5,299,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,28.12,0.0,0.0,20.43,,5,201,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,32.41,0.0,0.0,24.5,,5,183,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,35.01,0.0,0.0,32.57,,3,157,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,67.24,0.0,0.0,23.17,98.86,3,245,21,CNN 16k,non-IID,FashionMNIST,0.24,0.9148,0.8538,0.2742,1.05,0.741,0.7058,0.8868,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,3,70.01,0.0,0.0,12.54,,5,280,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,43.04,0.0,0.0,18.01,,5,212,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
