Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.29,0.18,0.0,0.56,,5,278,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.62,0.26,0.0,0.69,,5,146,20,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.36,0.28,0.0,49.56,,5,6,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.43,0.15,0.0,29.45,,3,6,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.17,0.23,0.0,0.52,51.4,3,186,23,MLP,IID,AG_NEWS,0.35,0.8832,0.6718,0.1895,1.41,0.5393,0.4438,0.8125,,"{OFF,OFF,OFF,OFF,OFF,OFF}",44.66
Client 1,2,1.93,0.18,0.0,0.47,,5,254,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.52,0.16,0.0,0.25,,5,236,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,0.74,0.28,0.0,42.5,44.9,5,8,26,MLP,IID,AG_NEWS,0.24,0.9267,0.8466,0.1088,0.76,0.7302,0.7133,0.4525,,"{ON,OFF,OFF,OFF,OFF,ON}",46.69
Client 1,3,2.61,0.18,0.0,0.47,,5,239,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,0.74,0.03,0.0,0.33,,5,260,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.12,0.22,0.0,46.55,49.52,5,9,29,MLP,IID,AG_NEWS,0.18,0.9457,0.9233,0.0799,0.59,0.8027,0.7925,0.3238,,"{ON,OFF,OFF,OFF,OFF,OFF}",54.06
Client 1,4,2.83,0.18,0.0,0.54,,5,235,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,1.04,0.07,0.0,0.35,,5,268,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,1.54,0.22,0.0,41.7,44.91,5,13,30,MLP,IID,AG_NEWS,0.14,0.9577,0.8884,0.0609,0.6,0.8076,0.798,0.3184,,"{ON,OFF,OFF,OFF,OFF,ON}",50.21
Client 1,5,2.83,0.18,0.0,0.5,,5,208,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,1.11,0.08,0.0,0.41,,5,276,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,1.86,0.25,0.0,47.67,51.12,5,11,33,MLP,IID,AG_NEWS,0.13,0.961,0.8844,0.0542,0.59,0.8114,0.8022,0.3377,,"{ON,OFF,OFF,OFF,OFF,ON}",48.01
Client 1,6,3.24,0.18,0.0,0.54,,5,224,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,1.47,0.08,0.0,0.45,,5,288,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,2.22,0.27,0.0,42.87,46.75,5,17,34,MLP,IID,AG_NEWS,0.11,0.966,0.8833,0.0467,0.63,0.8038,0.7945,0.3475,,"{ON,OFF,OFF,OFF,OFF,ON}",54.23
Client 1,7,3.42,0.18,0.0,0.65,,5,222,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,7,1.66,0.07,0.0,0.51,,5,294,37,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,7,2.59,0.27,0.0,46.88,51.01,5,17,31,MLP,IID,AG_NEWS,0.1,0.9695,0.8853,0.0419,0.62,0.8146,0.8023,0.334,,"{ON,OFF,OFF,OFF,OFF,OFF}",49.07
Client 1,8,3.56,0.18,0.0,0.59,,5,220,37,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,8,1.96,0.07,0.0,0.6,,5,297,38,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,8,2.97,0.24,0.0,41.78,46.31,5,20,35,MLP,IID,AG_NEWS,0.1,0.9708,0.8867,0.0405,0.64,0.8194,0.8023,0.3107,,"{ON,OFF,OFF,OFF,OFF,ON}",49.84
Client 1,9,3.48,0.18,0.0,0.85,,5,221,39,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,9,2.26,0.07,0.0,0.61,,5,298,39,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,9,3.41,0.23,0.0,25.05,29.65,5,37,37,MLP,IID,AG_NEWS,0.1,0.9717,0.8842,0.0403,0.65,0.8186,0.7999,0.3256,,"{ON,OFF,OFF,OFF,OFF,OFF}",54.89
Client 1,10,3.89,0.18,0.0,1.03,,5,219,41,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,10,2.63,0.05,0.0,0.71,,5,304,40,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,10,4.01,0.23,0.0,36.07,41.54,5,30,39,MLP,IID,AG_NEWS,0.09,0.9721,0.962,0.0404,0.69,0.8119,0.7906,0.3457,,"{ON,OFF,OFF,OFF,OFF,ON}",54.89
