Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,42.11,0.0,0.0,13.41,,5,316,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,17.09,0.0,0.0,10.98,,5,196,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,17.55,0.0,0.0,28.79,,5,211,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,15.81,0.0,0.0,42.37,,3,103,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,61.15,0.0,0.0,29.21,92.95,3,275,16,CNN 16k,IID,FashionMNIST,0.35,0.8911,0.8282,0.3546,1.21,0.7642,0.7357,0.6954,"{OFF,OFF,OFF,OFF,OFF,OFF}",22.55
Client 1,2,63.09,0.0,0.0,13.5,,5,285,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,37.35,0.0,0.0,14.64,,5,203,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,37.2,0.0,0.0,38.7,,5,209,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,31.9,0.0,0.0,61.96,,3,111,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,81.1,0.0,0.0,28.8,112.49,3,261,17,CNN 16k,IID,FashionMNIST,0.31,0.8867,0.8534,0.3527,0.81,0.7936,0.775,0.6411,"{OFF,OFF,OFF,OFF,OFF,OFF}",16.41
Client 1,3,85.55,0.0,0.0,13.51,,5,266,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,56.39,0.0,0.0,18.99,,5,204,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,62.1,0.0,0.0,37.48,,5,211,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,55.58,0.0,0.0,23.24,,3,191,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,100.06,0.0,0.0,25.39,128.02,3,250,17,CNN 16k,IID,FashionMNIST,0.24,0.9123,0.8694,0.265,0.66,0.8034,0.7856,0.6412,"{OFF,OFF,OFF,OFF,OFF,OFF}",13.96
Client 1,4,104.73,0.0,0.0,13.7,,5,265,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,66.84,0.0,0.0,24.49,,5,205,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,67.79,0.0,0.0,55.96,,5,194,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,72.65,0.0,0.0,39.33,,3,187,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,118.9,0.0,0.0,28.5,149.98,3,249,17,CNN 16k,IID,FashionMNIST,0.25,0.9069,0.8828,0.3048,0.57,0.8158,0.7994,0.5804,"{OFF,OFF,OFF,OFF,OFF,OFF}",18.63
Client 1,5,135.55,0.0,0.0,14.24,,5,246,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,100.07,0.0,0.0,29.75,,5,210,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,105.92,0.0,0.0,53.37,,5,210,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,84.95,0.0,0.0,66.79,,3,172,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,147.57,0.0,0.0,28.0,178.12,3,241,17,CNN 16k,IID,FashionMNIST,0.22,0.9171,0.8583,0.3109,0.88,0.7773,0.7557,0.6847,"{OFF,OFF,OFF,OFF,OFF,OFF}",15.72
Client 1,6,153.65,0.0,0.0,13.84,,5,240,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,107.05,0.0,0.0,39.4,,5,209,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,114.42,0.0,0.0,77.44,,5,193,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,121.58,0.0,0.0,55.13,,3,189,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,166.95,0.0,0.0,28.69,198.2,3,238,17,CNN 16k,IID,FashionMNIST,0.24,0.9107,0.9011,0.2727,0.62,0.8313,0.8126,0.5398,"{OFF,OFF,OFF,OFF,OFF,OFF}",18.96
Client 1,7,170.76,0.0,0.0,14.03,,5,235,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,130.53,0.0,0.0,39.5,,5,214,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,128.06,0.0,0.0,51.07,,5,229,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,7,124.65,0.0,0.0,76.18,,3,175,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,7,170.88,0.0,0.0,28.5,215.68,3,232,17,CNN 16k,IID,FashionMNIST,0.21,0.9237,0.9041,0.2384,0.79,0.8195,0.8038,0.6477,"{OFF,OFF,OFF,OFF,OFF,OFF}",19.11
