Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,47.43,0.0,0.0,13.21,,5,313,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,19.81,0.0,0.0,14.09,,5,205,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,15.22,0.0,0.0,49.5,,5,152,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,18.51,0.0,0.0,17.22,,3,183,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,66.58,0.0,0.0,29.7,98.81,3,274,16,CNN 16k,IID,FashionMNIST,0.39,0.8773,0.8183,0.3596,1.26,0.752,0.7198,0.7407,"{OFF,OFF,OFF,OFF,OFF,OFF}",28.19
Client 1,2,63.1,0.0,0.0,13.42,,5,289,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,38.43,0.0,0.0,13.51,,5,206,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,36.8,0.0,0.0,64.65,,5,150,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,32.66,0.0,0.0,31.07,,3,155,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,80.01,0.0,0.0,34.32,116.86,3,263,17,CNN 16k,IID,FashionMNIST,0.3,0.8924,0.8565,0.3571,0.64,0.796,0.7735,0.594,"{OFF,OFF,OFF,OFF,OFF,OFF}",13.96
Client 1,3,89.38,0.0,0.0,12.2,,5,270,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,57.69,0.0,0.0,18.61,,5,204,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,56.54,0.0,0.0,52.54,,5,184,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,59.3,0.0,0.0,46.0,,3,166,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,104.69,0.0,0.0,28.21,135.38,3,254,17,CNN 16k,IID,FashionMNIST,0.25,0.9094,0.8819,0.2947,0.77,0.8161,0.7956,0.5446,"{OFF,OFF,OFF,OFF,OFF,OFF}",14.3
Client 1,4,106.46,0.0,0.0,13.98,,5,259,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,69.78,0.0,0.0,27.92,,5,210,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,79.87,0.0,0.0,71.12,,5,168,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,71.15,0.0,0.0,40.82,,3,178,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,119.21,0.0,0.0,26.72,154.44,3,245,17,CNN 16k,IID,FashionMNIST,0.25,0.9083,0.8899,0.2619,0.61,0.8195,0.8042,0.639,"{OFF,OFF,OFF,OFF,OFF,OFF}",14.76
Client 1,5,131.17,0.0,0.0,13.14,,5,245,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,89.89,0.0,0.0,35.71,,5,214,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,93.5,0.0,0.0,45.81,,5,217,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,90.0,0.0,0.0,74.23,,3,161,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,143.79,0.0,0.0,27.61,178.06,3,243,17,CNN 16k,IID,FashionMNIST,0.23,0.914,0.8917,0.2801,0.68,0.8292,0.8108,0.5494,"{OFF,OFF,OFF,OFF,OFF,OFF}",18.76
Client 1,6,158.78,0.0,0.0,13.79,,5,246,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,110.74,0.0,0.0,39.41,,5,213,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,116.35,0.0,0.0,87.11,,5,176,18,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,120.0,0.0,0.0,40.46,,3,211,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,167.34,0.0,0.0,24.56,207.3,3,237,17,CNN 16k,IID,FashionMNIST,0.21,0.9227,0.9021,0.245,0.65,0.8212,0.8043,0.5597,"{OFF,OFF,OFF,OFF,OFF,OFF}",16.4
Client 1,7,15.05,0.05,561.83,9.1,,5,313,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,221.7,0.05,77.21,39.22,,5,210,41,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,85.34,0.0,365.73,16.22,,5,264,34,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,7,146.28,0.05,261.94,73.26,,3,208,38,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,7,287.62,0.0,0.0,59.5,593.97,3,226,26,CNN 16k,IID,FashionMNIST,0.3,0.8753,0.8697,0.5134,0.71,0.8365,0.815,0.5249,"{OFF,OFF,OFF,OFF,OFF,ON}",26.04
Client 1,8,185.23,0.0,0.0,24.74,,5,225,43,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,166.76,0.0,0.0,34.29,,5,214,41,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,157.76,0.0,0.0,47.72,,5,221,31,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,8,162.34,0.0,0.0,81.01,,3,180,36,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,8,182.08,0.0,0.0,35.29,259.3,3,229,29,CNN 16k,IID,FashionMNIST,0.19,0.9274,0.9153,0.2345,0.66,0.8377,0.8172,0.5113,"{OFF,OFF,ON,OFF,OFF,OFF}",28.16
Client 1,9,200.45,0.28,0.0,28.99,,5,225,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,184.99,0.22,0.0,37.19,,5,216,36,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,180.48,0.0,0.0,63.52,,5,209,39,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,9,172.94,0.32,0.0,90.74,,3,174,38,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,9,194.51,0.0,0.0,40.72,280.62,3,225,26,CNN 16k,IID,FashionMNIST,0.13,0.9531,0.9249,0.1531,0.59,0.844,0.8278,0.4879,"{OFF,OFF,OFF,OFF,OFF,ON}",16.66
Client 1,10,193.84,0.0,0.0,39.78,,5,221,42,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,187.49,0.0,0.0,41.99,,5,217,36,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,178.12,0.0,0.0,97.23,,5,194,38,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,10,186.98,0.0,0.0,79.57,,3,188,36,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,10,179.77,0.0,0.0,54.86,282.12,3,223,28,CNN 16k,IID,FashionMNIST,0.2,0.9261,0.9179,0.2363,0.53,0.8502,0.839,0.4641,"{OFF,OFF,ON,OFF,OFF,OFF}",16.66
