Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.59,0.24,0.0,0.56,,5,254,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.36,0.33,0.0,0.77,,5,174,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.51,0.22,0.0,21.58,,5,12,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.42,0.04,0.0,33.28,,3,5,20,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.18,0.19,0.0,0.57,35.73,3,190,23,MLP,IID,AG_NEWS,0.28,0.9054,0.6655,0.1485,1.59,0.5376,0.4257,0.7536,,"{OFF,OFF,OFF,OFF,OFF,OFF}",49.48
Client 1,2,2.79,0.24,0.0,0.55,,5,253,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.32,0.27,0.0,0.83,,5,153,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.0,0.22,0.0,42.76,,5,10,27,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,0.94,0.1,0.0,31.62,,3,8,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,2.66,0.19,0.0,0.54,45.05,3,180,26,MLP,IID,AG_NEWS,0.16,0.9547,0.8058,0.0722,1.42,0.6509,0.573,0.5754,,"{OFF,OFF,OFF,OFF,OFF,OFF}",45.0
Client 1,3,2.51,0.24,0.0,0.47,,5,239,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,0.75,0.14,0.0,0.31,,5,254,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.16,0.17,0.0,35.58,38.28,5,12,31,MLP,IID,AG_NEWS,0.14,0.9572,0.7791,0.0662,1.09,0.667,0.5964,0.4786,,"{ON,OFF,OFF,OFF,OFF,OFF}",53.92
