Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.24,0.09,0.0,0.55,,5,264,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.69,0.31,0.0,0.63,,5,154,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.51,0.24,0.0,46.58,,5,6,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.44,0.06,0.0,45.44,,3,4,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.56,0.2,0.0,0.67,49.36,3,183,19,MLP,IID,AG_NEWS,0.34,0.8841,0.7142,0.1807,1.31,0.5915,0.494,0.7784,,"{OFF,OFF,OFF,OFF,OFF,OFF}",47.91
Client 1,2,2.02,0.09,0.0,0.47,,5,246,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.64,0.21,0.0,0.24,,5,229,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,0.91,0.24,0.0,46.5,48.62,5,8,25,MLP,IID,AG_NEWS,0.22,0.9292,0.8432,0.1017,0.72,0.7347,0.7058,0.519,,"{ON,OFF,OFF,OFF,OFF,ON}",54.55
Client 1,3,3.33,0.09,0.0,0.57,,5,239,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,1.78,0.08,0.0,0.98,,5,160,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.47,0.19,0.0,48.89,,5,11,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,0.96,0.06,0.0,23.58,,3,11,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,2.94,0.2,0.0,0.55,51.99,3,173,28,MLP,IID,AG_NEWS,0.16,0.9518,0.8471,0.0703,0.76,0.7692,0.7339,0.4615,,"{OFF,OFF,OFF,OFF,OFF,OFF}",57.19
Client 1,4,2.67,0.09,0.0,0.48,,5,231,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,1.04,0.13,0.0,0.41,,5,260,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
