Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,46.17,0.0,0.0,17.34,,5,340,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,15.61,0.0,0.0,10.69,,5,189,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,16.74,0.0,0.0,44.01,,5,154,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,14.95,0.0,0.0,27.0,,3,133,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,95.7,0.0,0.0,34.6,132.81,3,283,17,CNN 16k,IID,FashionMNIST,0.38,0.8706,0.8205,0.4069,1.23,0.7599,0.732,0.7603,"{OFF,OFF,OFF,OFF,OFF,OFF}",49.66
Client 1,2,40.21,0.0,0.0,13.54,,5,381,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,27.2,0.0,0.0,4.39,,5,311,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,24.25,0.0,0.0,53.86,81.01,5,178,17,CNN 16k,IID,FashionMNIST,0.2,0.9295,0.8632,0.2177,1.08,0.7669,0.7324,0.7157,"{ON,OFF,OFF,OFF,OFF,OFF}",101.11
Client 1,3,87.66,0.0,0.0,15.69,,5,279,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,60.58,0.0,0.0,16.43,,5,215,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,57.77,0.0,0.0,62.92,,5,176,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,43.77,0.0,0.0,29.19,,3,178,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
