Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,46.12,0.0,0.0,15.64,,5,325,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,18.31,0.0,0.0,10.07,,5,187,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,20.08,0.0,0.0,40.7,,5,174,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,19.03,0.0,0.0,28.67,,3,128,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,67.73,0.0,0.0,30.12,100.49,3,275,16,CNN 16k,IID,FashionMNIST,0.41,0.8619,0.7812,0.4596,1.29,0.7043,0.6764,0.8726,"{OFF,OFF,OFF,OFF,OFF,OFF}",9.27
Client 1,2,13.1,0.05,268.5,6.91,,5,334,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,51.17,0.05,47.3,17.62,,5,205,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,22.92,0.0,147.68,47.07,,5,232,28,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,54.28,0.05,49.8,16.19,,3,207,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,188.58,0.0,0.0,19.6,297.87,3,254,26,CNN 16k,IID,FashionMNIST,0.63,0.7306,0.7325,0.9798,0.92,0.7677,0.7389,0.7504,"{ON,OFF,OFF,OFF,OFF,ON}",6.36
Client 1,3,87.23,0.1,0.0,15.88,,5,278,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,51.24,0.23,0.0,20.51,,5,200,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,60.68,0.12,0.0,54.98,,5,180,30,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,55.93,0.37,0.0,31.96,,3,187,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,108.85,0.0,0.0,31.69,145.67,3,256,29,CNN 16k,IID,FashionMNIST,0.24,0.9139,0.8696,0.2694,0.87,0.7952,0.7737,0.6684,"{ON,OFF,OFF,OFF,OFF,ON}",6.31
Client 1,4,63.07,0.17,0.0,14.73,,5,375,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,43.07,0.21,0.0,10.97,,5,323,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,42.28,0.07,0.0,37.89,90.87,5,283,29,CNN 16k,IID,FashionMNIST,0.18,0.934,0.9073,0.2131,0.92,0.8045,0.7763,0.6014,"{ON,OFF,OFF,OFF,OFF,ON}",5.87
Client 1,5,60.01,0.11,0.0,13.68,,5,367,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,41.58,0.32,0.0,13.05,,5,322,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,45.28,0.03,0.0,41.62,91.63,5,265,30,CNN 16k,IID,FashionMNIST,0.18,0.9366,0.9181,0.1677,0.79,0.8237,0.7987,0.6059,"{ON,OFF,OFF,OFF,OFF,ON}",7.14
Client 1,6,96.72,0.35,0.0,14.28,,5,368,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,67.14,0.13,0.0,22.51,,5,333,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,101.99,0.02,0.0,28.98,136.1,5,323,29,CNN 16k,IID,FashionMNIST,0.2,0.9249,0.852,0.314,0.82,0.7679,0.7532,0.6976,"{ON,OFF,OFF,OFF,OFF,ON}",2.94
Client 1,7,119.44,0.21,0.0,16.7,,5,373,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,80.63,0.12,0.0,27.95,,5,339,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,121.54,0.02,0.0,49.1,177.67,5,297,29,CNN 16k,IID,FashionMNIST,0.2,0.9284,0.901,0.2386,0.62,0.814,0.8016,0.6711,"{ON,OFF,OFF,OFF,OFF,ON}",6.77
Client 1,8,101.52,0.0,0.0,13.6,,5,363,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,74.37,0.0,0.0,22.53,,5,334,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,78.84,0.0,0.0,47.87,131.12,5,309,30,CNN 16k,IID,FashionMNIST,0.16,0.9413,0.9035,0.1751,0.68,0.8211,0.8091,0.6442,"{ON,OFF,OFF,OFF,OFF,OFF}",5.6
Client 1,9,87.14,0.13,0.0,21.07,,5,360,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,83.45,0.13,0.0,17.82,,5,343,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,83.0,0.0,0.0,38.43,127.76,5,314,29,CNN 16k,IID,FashionMNIST,0.2,0.9245,0.914,0.2495,0.6,0.8286,0.8125,0.5227,"{ON,OFF,OFF,OFF,OFF,ON}",7.17
Client 1,10,92.63,0.16,0.0,29.6,,5,351,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,92.2,0.13,0.0,25.1,,5,338,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,112.71,0.0,0.0,49.02,168.53,5,313,29,CNN 16k,IID,FashionMNIST,0.17,0.936,0.922,0.2029,0.59,0.84,0.8274,0.477,"{ON,OFF,OFF,OFF,OFF,ON}",7.17
