Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,43.79,0.0,0.0,14.7,,5,321,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,19.81,0.0,0.0,10.28,,5,202,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,15.32,0.0,0.0,46.02,,5,148,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,16.77,0.0,0.0,37.48,,3,125,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,64.55,0.0,0.0,31.43,99.03,3,277,16,CNN 16k,IID,FashionMNIST,0.39,0.8678,0.8209,0.4278,1.08,0.7563,0.7251,0.7247,"{OFF,OFF,OFF,OFF,OFF,OFF}",33.07
Client 1,2,65.86,0.0,0.0,13.76,,5,287,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,35.95,0.0,0.0,16.23,,5,199,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,38.12,0.0,0.0,60.28,,5,156,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,43.55,0.0,0.0,54.74,,3,134,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,84.55,0.0,0.0,30.49,117.9,3,262,16,CNN 16k,IID,FashionMNIST,0.27,0.8997,0.8763,0.3215,0.75,0.7992,0.7839,0.6151,"{OFF,OFF,OFF,OFF,OFF,OFF}",30.96
Client 1,3,24.67,0.05,268.94,7.74,,5,297,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,64.34,0.05,172.33,10.41,,5,271,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,48.71,0.12,0.0,47.6,,5,201,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,68.89,0.05,165.44,64.04,,3,218,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,136.66,0.0,0.0,71.55,310.89,3,259,17,CNN 16k,IID,FashionMNIST,0.49,0.7987,0.7908,0.6634,0.78,0.8078,0.7918,0.6428,"{OFF,OFF,OFF,OFF,OFF,ON}",211.13
Client 1,4,105.3,0.0,0.0,15.1,,5,254,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,66.9,0.0,0.0,28.17,,5,201,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,83.6,0.0,0.0,45.34,,5,211,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,69.51,0.0,0.0,37.87,,3,192,31,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,120.52,0.0,0.0,26.11,149.9,3,244,17,CNN 16k,IID,FashionMNIST,0.24,0.9116,0.8695,0.2931,0.71,0.7917,0.7825,0.6517,"{OFF,OFF,OFF,OFF,OFF,OFF}",133.42
Client 1,5,62.84,0.0,0.0,15.11,,5,368,41,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,44.19,0.0,0.0,14.63,,5,326,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,50.95,0.0,0.0,27.39,88.95,5,307,17,CNN 16k,IID,FashionMNIST,0.19,0.9361,0.875,0.2026,0.7,0.7889,0.7682,0.6753,"{ON,OFF,OFF,OFF,OFF,OFF}",34.89
