Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.35,0.27,0.0,1.85,,5,403,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.58,0.39,0.0,0.68,,5,196,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,1.25,0.28,0.0,45.91,,5,14,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,1.27,0.06,0.0,49.32,,3,14,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,5.06,0.26,0.0,3.01,51.62,3,276,21,MLP,IID,AG_NEWS,0.31,0.8956,0.5748,0.1418,1.76,0.4519,0.3377,1.0532,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,5.95,0.27,0.0,1.81,,5,369,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,2.16,0.31,0.0,1.0,,5,263,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.21,0.28,0.0,28.75,,5,16,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,2.32,0.32,0.0,27.59,,3,37,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,6.6,0.26,0.0,3.31,31.08,3,269,25,MLP,IID,AG_NEWS,0.17,0.9444,0.7497,0.0743,1.39,0.5633,0.4865,0.86,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,3,5.7,0.27,0.0,1.35,,5,326,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.45,0.18,0.0,1.68,,5,207,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,2.59,0.24,0.0,47.54,,5,20,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,2.56,0.19,0.0,31.07,,3,33,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,6.15,0.26,0.0,1.48,51.18,3,255,29,MLP,IID,AG_NEWS,0.14,0.9528,0.8689,0.0631,1.19,0.6452,0.5994,0.7102,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,4,6.87,0.27,0.0,1.77,,5,307,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,3.41,0.22,0.0,2.07,,5,216,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,3.24,0.24,0.0,43.04,,5,27,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,4.79,0.16,0.0,30.48,,3,52,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,8.73,0.26,0.0,3.99,47.48,3,262,29,MLP,IID,AG_NEWS,0.12,0.9625,0.9036,0.0507,1.06,0.691,0.6511,0.6363,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,5,8.6,0.27,0.0,1.73,,5,278,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,5.58,0.23,0.0,2.87,,5,233,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,3.7,0.27,0.0,28.98,,5,41,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,5.93,0.16,0.0,22.97,,3,76,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,6.59,0.26,0.0,1.97,33.81,3,230,30,MLP,IID,AG_NEWS,0.1,0.9682,0.9234,0.0413,0.95,0.7199,0.687,0.5735,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,6,6.76,0.27,0.0,1.08,,5,280,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,6.31,0.22,0.0,1.29,,5,264,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,3.0,0.28,0.0,45.26,,5,21,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,6,3.76,0.15,0.0,34.72,,3,34,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,6,8.5,0.26,0.0,4.11,49.32,3,267,30,MLP,IID,AG_NEWS,0.09,0.9701,0.9295,0.0391,0.95,0.7265,0.6957,0.5558,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,7,7.17,0.27,0.0,1.95,,5,329,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,7,4.91,0.22,0.0,1.38,,5,256,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,7,3.3,0.28,0.0,32.12,,5,29,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,7,3.53,0.15,0.0,33.16,,3,31,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,7,7.82,0.26,0.0,3.3,37.87,3,266,31,MLP,IID,AG_NEWS,0.09,0.9729,0.9403,0.0351,0.88,0.7493,0.721,0.5177,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,8,8.14,0.27,0.0,1.67,,5,261,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,8,8.05,0.22,0.0,1.8,,5,269,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,8,5.23,0.25,0.0,51.05,,5,30,33,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,8,4.68,0.18,0.0,21.83,,3,57,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,8,9.17,0.26,0.0,2.45,57.35,3,252,32,MLP,IID,AG_NEWS,0.08,0.9736,0.9434,0.0349,0.87,0.755,0.7279,0.4899,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,9,9.03,0.27,0.0,1.91,,5,290,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,9,8.76,0.22,0.0,1.89,,5,292,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,9,7.41,0.26,0.0,21.69,,5,81,33,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,9,4.19,0.16,0.0,30.71,,3,39,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,9,5.88,0.26,0.0,1.39,36.17,3,221,34,MLP,IID,AG_NEWS,0.08,0.9753,0.9023,0.0328,0.84,0.7651,0.7389,0.471,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,10,9.87,0.27,0.0,2.04,,5,260,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,10,9.92,0.2,0.0,1.87,,5,263,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,10,7.05,0.26,0.0,39.35,,5,47,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,10,7.45,0.12,0.0,52.56,,3,39,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,10,7.26,0.26,0.0,2.43,61.09,3,217,34,MLP,IID,AG_NEWS,0.09,0.9737,0.9482,0.0347,0.86,0.7663,0.7412,0.48,,"{OFF,OFF,OFF,OFF,OFF,OFF}",
