Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,43.33,0.0,0.0,13.23,,5,312,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,19.37,0.0,0.0,10.72,,5,198,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,15.58,0.0,0.0,16.12,,5,289,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,16.59,0.0,0.0,27.44,,3,143,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,64.13,0.0,0.0,28.8,95.65,3,276,17,CNN 16k,IID,FashionMNIST,0.38,0.874,0.8226,0.3692,1.34,0.755,0.7302,0.8467,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.38
Client 1,2,63.26,0.0,0.0,12.48,,5,267,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,37.52,0.0,0.0,15.4,,5,195,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,31.53,0.0,0.0,24.31,,5,228,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,37.87,0.0,0.0,61.96,,3,116,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,82.78,0.0,0.0,30.6,122.95,3,254,17,CNN 16k,IID,FashionMNIST,0.23,0.9187,0.8526,0.2486,0.74,0.7712,0.7525,0.6912,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.52
Client 1,3,83.68,0.0,0.0,13.0,,5,260,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,54.53,0.0,0.0,19.25,,5,201,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,52.06,0.0,0.0,69.86,,5,150,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,54.46,0.0,0.0,53.84,,3,144,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,100.01,0.0,0.0,26.78,134.44,3,249,17,CNN 16k,IID,FashionMNIST,0.22,0.9184,0.8801,0.2654,0.69,0.8126,0.7959,0.5609,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.5
Client 1,4,123.78,0.0,0.0,14.78,,5,253,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,82.36,0.0,0.0,32.77,,5,210,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,78.1,0.0,0.0,36.39,,5,231,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,79.21,0.0,0.0,54.74,,3,175,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,138.46,0.0,0.0,38.5,184.99,3,245,17,CNN 16k,IID,FashionMNIST,0.21,0.9243,0.9039,0.2462,0.69,0.8412,0.8254,0.51,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.72
Client 1,5,142.56,0.0,0.0,14.72,,5,246,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,99.43,0.0,0.0,32.87,,5,205,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,101.37,0.0,0.0,71.5,,5,187,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,104.18,0.0,0.0,60.25,,3,175,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,154.36,0.0,0.0,36.32,199.59,3,238,17,CNN 16k,IID,FashionMNIST,0.25,0.9086,0.8734,0.2821,0.53,0.8194,0.8113,0.5543,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.49
Client 1,6,156.68,0.0,0.0,14.91,,5,237,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,120.42,0.0,0.0,32.17,,5,209,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,118.41,0.0,0.0,37.27,,5,227,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,112.28,0.0,0.0,72.2,,3,169,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,167.45,0.0,0.0,24.92,206.49,3,233,17,CNN 16k,IID,FashionMNIST,0.2,0.9248,0.9017,0.2412,0.53,0.8405,0.829,0.4765,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.78
Client 1,7,176.89,0.0,0.0,15.57,,5,228,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,139.32,0.0,0.0,39.62,,5,210,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,134.8,0.0,0.0,75.88,,5,190,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,7,140.58,0.0,0.0,45.27,,3,201,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,7,182.07,0.0,0.0,29.26,220.99,3,230,17,CNN 16k,IID,FashionMNIST,0.23,0.9157,0.9068,0.2487,0.6,0.8327,0.8165,0.5534,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.44
Client 1,8,185.18,0.0,0.0,20.25,,5,223,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,156.19,0.0,0.0,39.37,,5,211,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,146.91,0.0,0.0,75.29,,5,195,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,8,165.35,0.0,0.0,52.47,,3,195,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,8,185.27,0.0,0.0,33.11,238.81,3,227,17,CNN 16k,IID,FashionMNIST,0.18,0.9319,0.9179,0.2151,0.59,0.8417,0.8272,0.4748,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.42
Client 1,9,200.77,0.0,0.0,27.85,,5,223,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,172.95,0.0,0.0,40.25,,5,209,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,182.48,0.0,0.0,86.34,,5,191,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,9,180.67,0.0,0.0,42.82,,3,208,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,9,199.91,0.0,0.0,40.23,278.13,3,224,17,CNN 16k,IID,FashionMNIST,0.17,0.9382,0.9165,0.202,0.59,0.8492,0.8337,0.4757,"{OFF,OFF,OFF,OFF,OFF,OFF}",169.68
Client 1,10,195.15,0.05,347.61,8.55,,5,267,42,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,202.48,0.05,338.53,10.34,,5,279,41,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,310.36,0.0,0.0,51.13,,5,236,26,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,10,262.13,0.05,228.54,74.75,,3,222,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,10,327.03,0.0,0.0,19.62,580.5,3,233,26,CNN 16k,IID,FashionMNIST,0.33,0.8444,0.8377,0.6379,0.53,0.846,0.8351,0.4975,"{ON,OFF,OFF,OFF,OFF,ON}",169.68
