Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,48.79,0.0,0.0,15.79,,5,330,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,16.9,0.0,0.0,13.33,,5,197,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,18.43,0.0,0.0,22.88,,5,247,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,17.15,0.0,0.0,36.14,,3,118,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,70.64,0.0,0.0,30.0,103.23,3,275,17,CNN 16k,IID,FashionMNIST,0.4,0.8875,0.8306,0.3321,1.2,0.7725,0.7407,0.72,"{OFF,OFF,OFF,OFF,OFF,OFF}",7.94
Client 1,2,47.77,0.0,0.0,12.54,,5,371,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,33.21,0.0,0.0,5.83,,5,316,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,36.81,0.0,0.0,31.08,71.01,5,252,16,CNN 16k,IID,FashionMNIST,0.26,0.9073,0.8618,0.2384,1.06,0.757,0.7252,0.8503,"{ON,OFF,OFF,OFF,OFF,OFF}",3.85
Client 1,3,57.39,0.0,0.0,13.31,,5,375,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,46.45,0.0,0.0,5.02,,5,331,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,43.65,0.0,0.0,26.74,80.8,5,289,17,CNN 16k,IID,FashionMNIST,0.24,0.9147,0.8544,0.261,0.88,0.7828,0.7573,0.6404,"{ON,OFF,OFF,OFF,OFF,OFF}",4.02
Client 1,4,72.7,0.0,0.0,12.11,,5,364,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,56.37,0.0,0.0,11.52,,5,327,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,63.86,0.0,0.0,61.23,128.31,5,227,17,CNN 16k,IID,FashionMNIST,0.22,0.9203,0.9009,0.2011,0.87,0.8127,0.7889,0.7111,"{ON,OFF,OFF,OFF,OFF,OFF}",4.17
Client 1,5,62.12,0.0,0.0,13.08,,5,367,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,50.38,0.0,0.0,8.72,,5,333,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,45.37,0.0,0.0,62.31,111.05,5,221,17,CNN 16k,IID,FashionMNIST,0.21,0.9223,0.8771,0.2011,1.17,0.7823,0.7544,0.7887,"{ON,OFF,OFF,OFF,OFF,OFF}",5.87
Client 1,6,68.02,0.05,152.37,9.71,,5,297,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,70.77,0.05,122.35,14.45,,5,328,31,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,7.03,0.0,239.28,52.9,301.63,5,317,41,CNN 16k,IID,FashionMNIST,0.39,0.8187,0.8074,0.5943,0.94,0.8016,0.7692,0.6182,"{ON,OFF,OFF,OFF,OFF,ON}",8.17
Client 1,7,94.6,0.0,0.0,16.66,,5,356,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,82.64,0.0,0.0,17.0,,5,335,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,90.4,0.0,0.0,46.75,141.34,5,295,43,CNN 16k,IID,FashionMNIST,0.27,0.8981,0.894,0.3464,0.61,0.8058,0.7869,0.6104,"{ON,OFF,OFF,OFF,OFF,OFF}",4.47
Client 1,8,100.37,0.1,0.0,15.39,,5,366,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,84.65,0.12,0.0,16.15,,5,343,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,82.65,0.0,0.0,44.63,133.01,5,304,41,CNN 16k,IID,FashionMNIST,0.18,0.9308,0.9173,0.2428,0.75,0.833,0.8114,0.5552,"{ON,OFF,OFF,OFF,OFF,ON}",4.62
Client 1,9,102.61,0.0,0.0,20.18,,5,357,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,99.36,0.0,0.0,17.67,,5,344,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,96.22,0.0,0.0,54.84,155.38,5,298,44,CNN 16k,IID,FashionMNIST,0.22,0.9199,0.9078,0.253,0.58,0.8255,0.8068,0.4933,"{ON,OFF,OFF,OFF,OFF,OFF}",4.75
Client 1,10,108.91,0.26,0.0,19.35,,5,354,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,102.59,0.19,0.0,20.85,,5,344,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,97.02,0.0,0.0,61.32,164.83,5,300,41,CNN 16k,IID,FashionMNIST,0.15,0.9457,0.9297,0.1467,0.69,0.8314,0.8094,0.6304,"{ON,OFF,OFF,OFF,OFF,ON}",4.75
