Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,46.01,0.0,0.0,13.84,,5,323,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,19.95,0.0,0.0,10.56,,5,203,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,16.76,0.0,0.0,19.82,,5,255,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,17.27,0.0,0.0,59.52,,3,87,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,65.57,0.0,0.0,29.39,97.74,3,276,16,CNN 16k,IID,FashionMNIST,0.36,0.8857,0.8109,0.3773,1.28,0.731,0.7024,0.8154,"{OFF,OFF,OFF,OFF,OFF,OFF}",34.22
Client 1,2,14.07,0.05,125.71,7.62,,5,401,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,2.8,0.05,44.64,3.41,,5,380,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,23.19,0.17,0.0,39.0,155.49,5,209,16,CNN 16k,IID,FashionMNIST,0.63,0.7094,0.676,1.3555,0.91,0.7412,0.7091,0.8195,"{ON,OFF,OFF,OFF,OFF,ON}",28.6
Client 1,3,88.06,0.0,0.0,16.08,,5,288,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,60.03,0.0,0.0,14.92,,5,220,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,59.43,0.0,0.0,36.61,,5,209,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,39.79,0.0,0.0,25.12,,3,188,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,105.52,0.0,0.0,34.09,142.35,3,261,16,CNN 16k,IID,FashionMNIST,0.26,0.9043,0.8768,0.2852,0.75,0.8007,0.7865,0.71,"{OFF,OFF,OFF,OFF,OFF,OFF}",26.96
Client 1,4,100.09,0.0,0.0,14.2,,5,266,38,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,74.21,0.0,0.0,16.82,,5,214,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,71.6,0.0,0.0,67.24,,5,166,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,54.2,0.0,0.0,81.46,,3,138,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
