Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,42.31,0.0,0.0,14.41,,5,323,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,16.33,0.0,0.0,9.77,,5,190,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,17.62,0.0,0.0,43.41,,5,154,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,19.44,0.0,0.0,23.12,,3,147,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,63.85,0.0,0.0,29.11,96.26,3,275,16,CNN 16k,IID,FashionMNIST,0.36,0.8816,0.808,0.3528,1.22,0.7381,0.7057,0.761,"{OFF,OFF,OFF,OFF,OFF,OFF}",38.54
Client 1,2,14.02,0.05,329.76,6.7,,5,472,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,2.08,0.05,43.74,2.98,,5,379,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,22.32,0.17,0.0,40.63,358.87,5,208,16,CNN 16k,IID,FashionMNIST,0.68,0.7162,0.7155,1.029,1.01,0.7713,0.7431,0.6878,"{ON,OFF,ON,OFF,OFF,ON}",37.15
Client 1,3,13.86,0.05,215.52,6.52,,5,246,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,75.62,0.05,86.08,6.78,,5,254,31,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,53.83,0.12,0.0,55.33,,5,197,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,53.35,0.05,101.36,32.81,,3,216,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,171.85,0.0,0.0,34.57,245.53,3,262,17,CNN 16k,IID,FashionMNIST,0.5,0.7719,0.7451,1.0051,0.86,0.7731,0.7577,0.7274,"{OFF,OFF,ON,OFF,OFF,ON}",24.51
Client 1,4,12.81,0.05,330.95,7.82,,5,314,49,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,79.85,0.05,145.79,10.23,,5,268,35,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,65.91,0.07,0.0,44.55,,5,227,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,42.17,0.05,195.53,21.09,,3,240,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,153.99,0.0,0.0,44.81,362.1,3,252,17,CNN 16k,IID,FashionMNIST,0.57,0.751,0.7447,0.9398,0.66,0.8169,0.7977,0.5811,"{OFF,OFF,OFF,OFF,OFF,ON}",35.03
Client 1,5,135.32,0.0,0.0,22.01,,5,267,49,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,96.42,0.0,0.0,30.46,,5,218,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,100.88,0.0,0.0,53.19,,5,204,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,79.71,0.0,0.0,42.09,,3,195,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
