Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,40.19,0.0,0.0,13.9,,5,323,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,16.29,0.0,0.0,9.14,,5,192,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,14.66,0.0,0.0,55.78,,5,131,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,15.95,0.0,0.0,22.82,,3,139,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,61.97,0.0,0.0,35.28,99.75,3,278,17,CNN 16k,IID,FashionMNIST,0.39,0.8693,0.8031,0.4496,1.24,0.7397,0.7103,0.7973,"{OFF,OFF,OFF,OFF,OFF,OFF}",33.97
Client 1,2,62.75,0.0,0.0,12.32,,5,284,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,34.3,0.0,0.0,17.19,,5,205,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,35.49,0.0,0.0,61.76,,5,148,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,33.02,0.0,0.0,55.26,,3,128,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,83.55,0.0,0.0,43.31,129.65,3,268,16,CNN 16k,IID,FashionMNIST,0.29,0.8938,0.8661,0.3272,0.68,0.7985,0.7792,0.6809,"{ON,OFF,OFF,OFF,OFF,OFF}",21.86
Client 1,3,50.36,0.0,0.0,13.42,,5,374,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,39.87,0.0,0.0,5.78,,5,325,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,35.18,0.0,0.0,31.64,74.37,5,269,17,CNN 16k,IID,FashionMNIST,0.23,0.919,0.8725,0.2314,0.74,0.776,0.7481,0.6225,"{ON,OFF,OFF,OFF,OFF,OFF}",27.46
Client 1,4,56.61,0.0,0.0,13.89,,5,368,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,35.64,0.0,0.0,12.38,,5,319,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,39.74,0.0,0.0,32.2,81.5,5,288,17,CNN 16k,IID,FashionMNIST,0.25,0.9089,0.8911,0.2893,0.7,0.7979,0.7702,0.581,"{ON,OFF,OFF,OFF,OFF,OFF}",23.28
Client 1,5,123.71,0.0,0.0,14.35,,5,266,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,93.68,0.0,0.0,23.71,,5,230,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,95.02,0.0,0.0,44.08,,5,233,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,49.69,0.0,0.0,24.18,,3,187,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,138.66,0.0,0.0,27.8,168.98,3,258,17,CNN 16k,IID,FashionMNIST,0.25,0.9066,0.8935,0.2988,0.58,0.8266,0.8081,0.4892,"{OFF,OFF,OFF,OFF,OFF,OFF}",35.88
Client 1,6,64.57,0.0,0.0,13.41,,5,363,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,44.75,0.0,0.0,14.1,,5,321,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,55.77,0.0,0.0,27.34,88.53,5,313,17,CNN 16k,IID,FashionMNIST,0.17,0.9364,0.8865,0.2062,0.6,0.8267,0.8162,0.5697,"{ON,OFF,OFF,OFF,OFF,OFF}",21.7
Client 1,7,91.45,0.0,0.0,13.55,,5,363,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,71.93,0.0,0.0,18.43,,5,338,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,73.7,0.0,0.0,56.76,134.44,5,273,18,CNN 16k,IID,FashionMNIST,0.18,0.9337,0.8963,0.2366,0.89,0.7967,0.7834,0.6645,"{ON,OFF,OFF,OFF,OFF,OFF}",21.86
Client 1,8,86.07,0.0,0.0,15.64,,5,357,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,72.84,0.0,0.0,18.62,,5,337,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,77.99,0.0,0.0,24.34,112.17,5,350,18,CNN 16k,IID,FashionMNIST,0.18,0.9341,0.9215,0.2178,0.59,0.8459,0.8318,0.4958,"{ON,OFF,OFF,OFF,OFF,OFF}",22.9
Client 1,9,171.48,0.0,0.0,24.27,,5,242,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,161.32,0.0,0.0,27.89,,5,234,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,165.24,0.0,0.0,70.06,,5,210,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,9,72.95,0.0,0.0,72.14,,3,159,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,9,176.7,0.0,0.0,31.22,240.13,3,247,17,CNN 16k,IID,FashionMNIST,0.2,0.924,0.912,0.2454,0.56,0.8408,0.8291,0.524,"{ON,OFF,OFF,OFF,OFF,OFF}",24.72
Client 1,10,101.49,0.0,0.0,25.53,,5,350,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,107.53,0.0,0.0,19.55,,5,342,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,117.44,0.0,0.0,35.64,157.66,5,334,17,CNN 16k,IID,FashionMNIST,0.19,0.9309,0.9004,0.2236,0.52,0.8307,0.8207,0.5348,"{ON,OFF,OFF,OFF,OFF,OFF}",24.72
