Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,45.68,0.0,0.0,17.15,,5,337,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,15.8,0.0,0.0,9.91,,5,183,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,16.28,0.0,0.0,50.57,,5,149,20,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,17.0,0.0,0.0,31.77,,3,128,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,84.78,0.0,0.0,28.59,116.04,3,280,19,CNN 16k,IID,FashionMNIST,0.4,0.8615,0.8016,0.4253,1.31,0.7414,0.7078,0.7583,"{OFF,OFF,OFF,OFF,OFF,OFF}",38.01
Client 1,2,13.11,0.05,95.03,7.32,,5,392,43,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,2.18,0.05,31.62,3.28,,5,339,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,23.52,0.17,0.0,36.15,123.87,5,219,20,CNN 16k,IID,FashionMNIST,0.47,0.7881,0.7688,0.4682,1.19,0.7518,0.7029,0.7336,"{ON,OFF,OFF,OFF,OFF,ON}",38.42
Client 1,3,86.22,0.0,0.0,18.62,,5,292,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,54.64,0.0,0.0,18.5,,5,217,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,54.56,0.0,0.0,26.46,,5,249,20,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
