Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,49.44,0.0,0.0,15.64,,5,324,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,15.37,0.0,0.0,15.71,,5,188,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,21.56,0.0,0.0,59.48,,5,134,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,19.65,0.0,0.0,33.73,,3,133,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,70.78,0.0,0.0,29.81,103.08,3,274,16,CNN 16k,IID,FashionMNIST,0.39,0.8724,0.8059,0.4115,1.25,0.7429,0.7075,0.7729,"{OFF,OFF,OFF,OFF,OFF,OFF}",44.12
Client 1,2,69.27,0.0,0.0,15.72,,5,295,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,40.57,0.0,0.0,13.98,,5,202,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,35.85,0.0,0.0,30.58,,5,224,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,36.97,0.0,0.0,19.15,,3,196,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,89.59,0.0,0.0,31.79,124.19,3,265,17,CNN 16k,IID,FashionMNIST,0.25,0.9122,0.8768,0.2477,0.74,0.8089,0.787,0.625,"{OFF,OFF,OFF,OFF,OFF,OFF}",29.83
Client 1,3,33.74,0.05,68.96,9.4,,5,379,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,5.46,0.05,61.92,3.13,,5,370,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,34.7,0.12,0.0,55.24,119.77,5,214,17,CNN 16k,IID,FashionMNIST,0.39,0.8428,0.8357,0.4052,1.07,0.7855,0.7556,0.67,"{ON,OFF,OFF,OFF,OFF,ON}",31.49
Client 1,4,64.42,0.0,0.0,13.31,,5,367,46,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,48.68,0.0,0.0,11.07,,5,328,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,49.74,0.0,0.0,45.84,99.19,5,254,17,CNN 16k,IID,FashionMNIST,0.23,0.9121,0.8788,0.2949,0.81,0.8083,0.785,0.6301,"{ON,OFF,OFF,OFF,OFF,OFF}",43.59
Client 1,5,82.3,0.0,0.0,14.44,,5,369,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,57.58,0.0,0.0,17.33,,5,328,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,67.6,0.0,0.0,34.2,106.76,5,307,18,CNN 16k,IID,FashionMNIST,0.16,0.9395,0.888,0.1576,1.05,0.7794,0.7602,0.8101,"{ON,OFF,OFF,OFF,OFF,OFF}",39.71
Client 1,6,78.76,0.0,0.0,15.58,,5,370,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,55.16,0.0,0.0,16.08,,5,324,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,63.68,0.0,0.0,61.94,129.48,5,250,17,CNN 16k,IID,FashionMNIST,0.25,0.9092,0.8986,0.3139,0.67,0.8178,0.7991,0.5371,"{ON,OFF,OFF,OFF,OFF,OFF}",38.56
Client 1,7,166.82,0.0,0.0,16.92,,5,265,44,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,130.08,0.0,0.0,30.12,,5,234,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,127.03,0.0,0.0,81.7,,5,209,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,7,55.3,0.0,0.0,63.8,,3,151,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,7,163.78,0.0,0.0,32.76,213.1,3,254,17,CNN 16k,IID,FashionMNIST,0.2,0.9295,0.9001,0.2251,0.64,0.8263,0.8079,0.534,"{OFF,OFF,OFF,OFF,OFF,OFF}",143.18
Client 1,8,21.91,0.05,146.81,7.5,,5,389,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,31.16,0.05,73.26,15.23,,5,329,38,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,73.18,0.0,0.0,37.4,184.08,5,330,18,CNN 16k,IID,FashionMNIST,0.31,0.856,0.8458,0.5828,0.74,0.8137,0.7935,0.5549,"{ON,OFF,OFF,OFF,OFF,ON}",38.0
Client 1,9,158.16,0.0,0.0,26.48,,5,241,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,152.44,0.0,0.0,28.64,,5,238,37,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,142.43,0.0,0.0,44.89,,5,243,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,9,75.82,0.0,0.0,42.79,,3,187,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
