Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,42.81,0.0,0.0,13.58,,5,314,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,18.17,0.0,0.0,10.71,,5,193,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,18.52,0.0,0.0,49.26,,5,147,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,18.48,0.0,0.0,33.91,,3,125,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,62.42,0.0,0.0,28.61,93.52,3,274,17,CNN 16k,IID,FashionMNIST,0.37,0.8819,0.8159,0.3817,1.12,0.7502,0.7223,0.7596,"{OFF,OFF,OFF,OFF,OFF,OFF}",4.28
Client 1,2,43.27,0.0,0.0,12.3,,5,372,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,24.58,0.0,0.0,7.55,,5,293,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,34.99,0.0,0.0,18.19,66.62,5,306,16,CNN 16k,IID,FashionMNIST,0.24,0.914,0.8619,0.2595,1.04,0.7672,0.7364,0.6639,"{ON,OFF,OFF,OFF,OFF,OFF}",3.85
Client 1,3,52.75,0.0,0.0,12.88,,5,371,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,27.41,0.0,0.0,13.25,,5,309,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,39.07,0.0,0.0,23.47,76.49,5,309,17,CNN 16k,IID,FashionMNIST,0.18,0.9401,0.892,0.1672,0.91,0.7943,0.7628,0.6526,"{ON,OFF,OFF,OFF,OFF,OFF}",3.94
Client 1,4,56.44,0.0,0.0,13.43,,5,369,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,40.96,0.0,0.0,9.82,,5,322,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,43.01,0.0,0.0,61.42,107.71,5,204,17,CNN 16k,IID,FashionMNIST,0.2,0.9291,0.8975,0.2005,0.71,0.8096,0.7897,0.7097,"{ON,OFF,OFF,OFF,OFF,OFF}",3.94
Client 1,5,77.92,0.0,0.0,13.77,,5,366,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,54.38,0.0,0.0,15.97,,5,328,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,64.69,0.0,0.0,35.44,103.68,5,292,17,CNN 16k,IID,FashionMNIST,0.24,0.9089,0.8859,0.3183,0.81,0.7942,0.7724,0.6705,"{ON,OFF,OFF,OFF,OFF,OFF}",4.13
Client 1,6,76.15,0.0,0.0,12.3,,5,364,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,49.2,0.0,0.0,21.65,,5,328,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,54.71,0.0,0.0,44.61,103.08,5,293,17,CNN 16k,IID,FashionMNIST,0.2,0.9261,0.8953,0.276,0.84,0.8034,0.7767,0.5813,"{ON,OFF,OFF,OFF,OFF,OFF}",4.25
Client 1,7,76.59,0.0,0.0,14.02,,5,360,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,59.92,0.0,0.0,18.34,,5,336,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,60.28,0.0,0.0,30.51,101.46,5,334,17,CNN 16k,IID,FashionMNIST,0.16,0.9412,0.8664,0.1811,0.63,0.8,0.7835,0.6455,"{ON,OFF,OFF,OFF,OFF,OFF}",4.36
Client 1,8,94.21,0.0,0.0,15.01,,5,355,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,77.93,0.0,0.0,21.49,,5,339,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,86.12,0.0,0.0,24.44,119.94,5,352,17,CNN 16k,IID,FashionMNIST,0.21,0.9226,0.8916,0.2571,0.66,0.8107,0.7968,0.6138,"{ON,OFF,OFF,OFF,OFF,OFF}",4.54
Client 1,9,93.01,0.0,0.0,28.79,,5,354,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,114.73,0.0,0.0,11.96,,5,354,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,92.51,0.0,0.0,78.89,175.72,5,265,17,CNN 16k,IID,FashionMNIST,0.16,0.9426,0.9201,0.1928,0.58,0.8392,0.8243,0.4767,"{ON,OFF,OFF,OFF,OFF,OFF}",4.71
Client 1,10,96.04,0.0,0.0,21.97,,5,350,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,91.93,0.0,0.0,22.95,,5,340,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,98.58,0.0,0.0,39.71,142.85,5,324,17,CNN 16k,IID,FashionMNIST,0.17,0.9373,0.9203,0.2346,0.68,0.8316,0.8123,0.5294,"{ON,OFF,OFF,OFF,OFF,OFF}",4.71
