Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.21,0.36,0.0,2.74,,5,240,24,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.82,0.33,0.0,1.03,,5,162,24,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.93,0.25,0.0,31.21,,5,23,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.49,0.07,0.0,26.52,,3,11,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.91,0.21,0.0,3.18,38.89,3,205,24,MLP,IID,AG_NEWS,0.22,0.9349,0.7152,0.1057,2.4,0.5206,0.4037,0.8063,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,6.47,0.36,0.0,2.14,,5,354,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.32,0.21,0.0,1.61,,5,206,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,2.37,0.25,0.0,34.11,,5,33,27,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,2.14,0.14,0.0,24.21,,3,43,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,6.45,0.21,0.0,2.61,37.85,3,266,27,MLP,IID,AG_NEWS,0.15,0.9571,0.7974,0.0774,2.29,0.5799,0.4801,0.7047,,"{OFF,OFF,OFF,OFF,OFF,OFF}",
