Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,3.27,0.11,0.0,0.6,,5,246,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.72,0.25,0.0,0.7,,5,145,24,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.63,0.26,0.0,31.61,,5,9,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.56,0.06,0.0,40.52,,3,5,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.79,0.23,0.0,0.64,43.15,3,180,22,MLP,IID,AG_NEWS,0.35,0.8768,0.7546,0.1756,1.22,0.5992,0.5322,0.778,,"{OFF,OFF,OFF,OFF,OFF,OFF}",50.73
Client 1,2,2.88,0.11,0.0,0.56,,5,239,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.36,0.18,0.0,0.79,,5,153,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.1,0.26,0.0,34.73,,5,12,27,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,0.94,0.07,0.0,25.49,,3,10,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,2.87,0.23,0.0,0.61,37.41,3,181,26,MLP,IID,AG_NEWS,0.19,0.9406,0.8897,0.0855,1.02,0.7167,0.6714,0.5699,,"{OFF,OFF,OFF,OFF,OFF,OFF}",39.67
Client 1,3,2.22,0.11,0.0,0.48,,5,244,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,0.67,0.04,0.0,0.28,,5,255,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.2,0.21,0.0,39.68,42.14,5,12,31,MLP,IID,AG_NEWS,0.19,0.9397,0.9279,0.083,0.57,0.818,0.8023,0.3489,,"{ON,OFF,OFF,OFF,OFF,OFF}",39.7
Client 1,4,3.55,0.11,0.0,0.54,,5,204,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,2.45,0.08,0.0,0.95,,5,165,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,2.16,0.21,0.0,50.83,,5,12,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,1.27,0.1,0.0,36.69,,3,10,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,3.44,0.23,0.0,0.66,55.01,3,161,31,MLP,IID,AG_NEWS,0.13,0.9579,0.835,0.0567,0.73,0.7849,0.7532,0.4308,,"{OFF,OFF,OFF,OFF,OFF,OFF}",36.4
Client 1,5,2.86,0.11,0.0,0.47,,5,227,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,1.37,0.08,0.0,0.4,,5,265,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,1.8,0.25,0.0,27.78,31.26,5,21,34,MLP,IID,AG_NEWS,0.13,0.9584,0.8863,0.0542,0.55,0.8278,0.8152,0.3374,,"{ON,OFF,OFF,OFF,OFF,ON}",42.5
