Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,44.61,0.0,0.0,13.65,,5,315,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,17.95,0.0,0.0,12.38,,5,196,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,14.91,0.0,0.0,17.06,,5,286,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,19.05,0.0,0.0,13.23,,3,195,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,62.49,0.0,0.0,28.93,94.13,3,274,16,CNN 16k,IID,FashionMNIST,0.38,0.8868,0.8181,0.3532,1.06,0.7552,0.7235,0.742,"{OFF,OFF,OFF,OFF,OFF,OFF}",40.02
Client 1,2,17.63,0.05,201.17,6.61,,5,430,52,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,2.37,0.05,41.8,2.72,,5,360,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,27.74,0.17,0.0,16.16,233.4,5,340,16,CNN 16k,IID,FashionMNIST,0.82,0.6382,0.6314,1.5661,1.11,0.7756,0.743,0.7957,"{ON,OFF,ON,OFF,OFF,ON}",27.82
Client 1,3,43.82,0.0,0.0,14.32,,5,372,49,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,27.1,0.0,0.0,8.57,,5,307,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,31.44,0.0,0.0,21.64,69.49,5,295,17,CNN 16k,IID,FashionMNIST,0.14,0.9499,0.9258,0.1785,1.0,0.7901,0.7606,0.6971,"{ON,OFF,OFF,OFF,OFF,OFF}",22.66
Client 1,4,97.07,0.0,0.0,13.62,,5,279,51,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
