Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.8,0.15,0.0,1.79,,5,417,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.49,0.34,0.0,0.6,,5,200,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.74,0.24,0.0,31.81,,5,15,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.76,0.01,0.0,24.87,,3,18,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.39,0.2,0.0,4.1,33.52,3,285,22,MLP,IID,AG_NEWS,0.37,0.8735,0.7128,0.1791,1.35,0.566,0.4764,0.7699,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.2
Client 1,2,5.63,0.15,0.0,1.61,,5,350,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,2.23,0.22,0.0,1.87,,5,236,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.39,0.24,0.0,24.98,,5,28,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.87,0.3,0.0,37.67,,3,22,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,8.07,0.2,0.0,3.98,40.66,3,274,26,MLP,IID,AG_NEWS,0.2,0.9352,0.8761,0.0959,1.09,0.6963,0.6508,0.5563,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.22
Client 1,3,5.85,0.15,0.0,1.4,,5,328,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.07,0.09,0.0,1.69,,5,209,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,2.71,0.18,0.0,26.69,,5,38,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,1.81,0.13,0.0,43.63,,3,20,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,8.48,0.2,0.0,4.02,47.06,3,273,31,MLP,IID,AG_NEWS,0.17,0.9475,0.9288,0.0759,0.94,0.7634,0.7215,0.4412,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.3
