Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.02,0.05,0.0,0.59,,5,282,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.1,0.17,0.0,0.5,,5,140,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.1,0.4,0.0,32.46,,5,5,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.11,0.14,0.0,41.37,,3,3,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.01,0.18,0.0,0.52,42.84,3,190,24,MLP,IID,AG_NEWS,0.29,0.9069,0.8911,0.1454,1.1,0.7363,0.69,0.4749,,"{OFF,OFF,OFF,OFF,OFF,OFF}",61.1
Client 1,2,1.46,0.05,0.0,0.47,,5,260,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.11,0.17,0.0,0.23,,5,158,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,0.13,0.38,0.0,44.28,45.94,5,3,27,MLP,IID,AG_NEWS,0.26,0.9172,0.9149,0.1262,0.42,0.8611,0.8598,0.2289,,"{ON,OFF,OFF,OFF,OFF,ON}",36.3
Client 1,3,1.4,0.05,0.0,0.46,,5,270,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,0.15,0.09,0.0,0.2,,5,169,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,0.15,0.38,0.0,27.4,29.08,5,6,30,MLP,IID,AG_NEWS,0.17,0.9468,0.9391,0.0799,0.37,0.879,0.8799,0.1968,,"{ON,OFF,OFF,OFF,OFF,OFF}",51.92
Client 1,4,1.34,0.05,0.0,0.49,,5,277,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,0.13,0.09,0.0,0.19,,5,174,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,0.12,0.24,0.0,39.35,40.7,5,4,32,MLP,IID,AG_NEWS,0.13,0.9639,0.9536,0.0541,0.37,0.879,0.8798,0.1936,,"{ON,OFF,OFF,OFF,OFF,ON}",51.72
