Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.06,0.07,0.0,1.73,,5,380,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,1.08,0.28,0.0,1.59,,5,206,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.7,0.2,0.0,38.92,,5,19,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,1.03,0.02,0.0,33.34,,3,18,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,4.56,0.17,0.0,2.98,40.6,3,264,21,MLP,IID,AG_NEWS,0.35,0.8795,0.815,0.1744,1.23,0.6707,0.612,0.5802,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.22
Client 1,2,6.52,0.07,0.0,2.0,,5,405,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.62,0.17,0.0,1.53,,5,207,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.46,0.2,0.0,21.35,,5,33,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.35,0.22,0.0,40.75,,3,13,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,7.35,0.17,0.0,3.52,43.14,3,276,25,MLP,IID,AG_NEWS,0.19,0.9446,0.9163,0.0847,1.02,0.757,0.7124,0.4204,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.29
Client 1,3,6.8,0.07,0.0,1.96,,5,346,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.75,0.04,0.0,1.93,,5,232,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,2.64,0.15,0.0,34.09,,5,33,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,1.67,0.07,0.0,40.27,,3,18,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,6.54,0.17,0.0,3.09,43.55,3,264,30,MLP,IID,AG_NEWS,0.17,0.95,0.9418,0.0734,0.89,0.7897,0.7478,0.363,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.23
Client 1,4,7.38,0.07,0.0,2.08,,5,340,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,3.94,0.09,0.0,1.82,,5,244,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,3.15,0.15,0.0,24.59,,5,42,31,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,2.67,0.05,0.0,42.76,,3,23,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,6.95,0.17,0.0,3.0,46.71,3,254,31,MLP,IID,AG_NEWS,0.14,0.9575,0.9505,0.0633,0.82,0.8007,0.7604,0.3396,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.22
Client 1,5,8.38,0.07,0.0,1.87,,5,297,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,3.85,0.1,0.0,2.11,,5,209,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,4.8,0.19,0.0,50.89,,5,34,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,4.83,0.05,0.0,37.27,,3,41,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,9.68,0.17,0.0,4.01,57.2,3,260,32,MLP,IID,AG_NEWS,0.13,0.9616,0.92,0.0556,0.78,0.8055,0.7686,0.3424,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.21
Client 1,6,8.23,0.07,0.0,1.75,,5,308,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,4.8,0.09,0.0,2.0,,5,229,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,3.62,0.21,0.0,30.87,,5,38,34,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,6,4.44,0.04,0.0,23.88,,3,52,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,6,7.96,0.17,0.0,3.89,35.72,3,259,33,MLP,IID,AG_NEWS,0.12,0.9621,0.9177,0.0542,0.73,0.8139,0.7783,0.321,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.21
