Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,50.99,0.0,0.0,16.95,,5,335,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,18.09,0.0,0.0,14.19,,5,194,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,19.58,0.0,0.0,33.33,,5,134,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,20.29,0.0,0.0,16.77,,3,189,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,79.39,0.0,0.0,30.12,118.46,3,263,17,CNN 16k,non-IID,FashionMNIST,0.33,0.8959,0.8078,0.329,1.91,0.6978,0.6569,1.0288,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,114.52,0.05,86.51,10.69,,5,251,41,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,57.59,0.05,108.85,14.67,,5,232,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,53.01,0.05,63.82,67.67,,5,162,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,36.88,0.05,143.64,44.19,,3,199,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,31.79,0.05,487.36,15.4,541.66,3,272,52,CNN 16k,non-IID,FashionMNIST,0.79,0.6657,0.6665,1.3872,1.11,0.7409,0.7037,0.8284,"{ON,OFF,OFF,OFF,OFF,ON}",0.0
Client 1,3,87.76,0.0,0.0,17.86,,5,289,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,55.93,0.0,0.0,20.41,,5,217,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,51.86,0.0,0.0,59.87,,5,136,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,53.56,0.0,0.0,58.75,,3,140,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,97.95,0.0,0.0,34.18,141.2,3,247,48,CNN 16k,non-IID,FashionMNIST,0.2,0.9265,0.8994,0.214,0.98,0.7865,0.7524,0.6829,"{OFF,OFF,ON,OFF,OFF,OFF}",0.0
Client 1,4,114.73,0.0,0.0,15.22,,5,264,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,75.76,0.0,0.0,29.34,,5,213,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,75.87,0.0,0.0,60.94,,5,160,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,72.23,0.0,0.0,58.86,,3,171,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,120.05,0.0,0.0,30.99,159.74,3,238,50,CNN 16k,non-IID,FashionMNIST,0.19,0.9297,0.8815,0.2381,0.85,0.7673,0.7387,0.7092,"{OFF,OFF,ON,OFF,OFF,OFF}",0.0
Client 1,5,134.72,0.2,0.0,16.56,,5,261,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,95.87,0.19,0.0,29.4,,5,214,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,92.09,0.15,0.0,80.81,,5,156,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,87.17,0.22,0.0,34.91,,3,207,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,144.44,0.15,0.0,28.81,184.48,3,238,51,CNN 16k,non-IID,FashionMNIST,0.17,0.9378,0.9057,0.1806,0.99,0.7867,0.7516,0.6176,"{OFF,OFF,ON,OFF,OFF,ON}",0.0
Client 1,6,161.49,0.26,0.0,12.31,,5,246,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,117.42,0.23,0.0,33.39,,5,212,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,113.81,0.14,0.0,64.72,,5,193,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,109.06,0.12,0.0,43.63,,3,209,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,157.99,0.08,0.0,27.75,196.63,3,229,49,CNN 16k,non-IID,FashionMNIST,0.24,0.9092,0.8776,0.2972,0.83,0.7909,0.766,0.7106,"{OFF,OFF,OFF,OFF,OFF,ON}",0.0
Client 1,7,172.07,0.11,0.0,17.89,,5,235,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,132.76,0.09,0.0,39.87,,5,213,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,134.8,0.27,0.0,56.82,,5,198,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,7,132.5,0.11,0.0,86.98,,3,171,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,7,168.18,0.25,0.0,33.75,232.23,3,227,49,CNN 16k,non-IID,FashionMNIST,0.19,0.9311,0.8958,0.2158,0.74,0.8163,0.7962,0.5736,"{OFF,OFF,OFF,OFF,OFF,ON}",0.0
Client 1,8,182.96,0.0,0.0,20.53,,5,229,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,155.34,0.0,0.0,34.34,,5,212,28,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,153.7,0.0,0.0,40.2,,5,214,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,8,143.76,0.0,0.0,91.56,,3,179,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,8,176.83,0.0,0.0,35.58,246.55,3,223,49,CNN 16k,non-IID,FashionMNIST,0.15,0.9449,0.9215,0.1747,0.8,0.8163,0.7908,0.563,"{OFF,OFF,ON,OFF,OFF,OFF}",0.0
Client 1,9,181.27,0.0,0.0,33.95,,5,223,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,177.88,0.0,0.0,33.12,,5,217,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,169.94,0.0,0.0,87.67,,5,174,27,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,9,161.86,0.0,0.0,84.28,,3,182,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,9,184.52,0.0,0.0,38.72,269.07,3,221,49,CNN 16k,non-IID,FashionMNIST,0.19,0.9302,0.9186,0.2274,0.82,0.8218,0.7949,0.5244,"{ON,OFF,ON,OFF,OFF,OFF}",0.0
Client 1,10,179.96,0.14,0.0,39.71,,5,220,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,187.78,0.08,0.0,34.65,,5,219,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,183.03,0.13,0.0,81.78,,5,182,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 4,10,178.96,0.11,0.0,47.59,,3,208,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,10,179.18,0.15,0.0,40.32,279.05,3,217,49,CNN 16k,non-IID,FashionMNIST,0.17,0.9367,0.9189,0.2373,0.88,0.8019,0.7659,0.59,"{ON,OFF,ON,OFF,OFF,ON}",0.0
