Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,43.4,0.0,0.0,13.02,,5,307,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,17.76,0.0,0.0,11.05,,5,184,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,25.39,0.0,0.0,59.1,,5,136,19,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,18.84,0.0,0.0,48.83,,3,106,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,62.9,0.0,0.0,27.71,93.18,3,270,20,CNN 16k,IID,FashionMNIST,0.43,0.8715,0.8112,0.4083,1.08,0.7546,0.7191,0.7993,"{OFF,OFF,OFF,OFF,OFF,OFF}",22.16
Client 1,2,63.97,0.0,0.0,13.28,,5,284,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,38.33,0.0,0.0,15.37,,5,210,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,34.07,0.0,0.0,57.53,,5,152,19,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,35.06,0.0,0.0,40.34,,3,153,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,79.15,0.0,0.0,24.33,106.32,3,262,20,CNN 16k,IID,FashionMNIST,0.28,0.9013,0.8414,0.3001,0.8,0.773,0.7464,0.6738,"{OFF,OFF,OFF,OFF,OFF,OFF}",12.87
Client 1,3,15.64,0.05,338.54,7.11,,5,365,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,56.11,0.05,139.78,3.29,,5,275,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,81.89,0.0,110.29,54.22,369.35,5,238,34,CNN 16k,IID,FashionMNIST,0.86,0.6345,0.6386,1.204,0.95,0.7558,0.7228,0.7514,"{ON,OFF,OFF,OFF,OFF,ON}",22.18
Client 1,4,98.68,0.0,0.0,13.66,,5,272,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,75.98,0.0,0.0,15.18,,5,226,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,65.65,0.0,0.0,35.75,,5,213,32,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,54.19,0.0,0.0,49.29,,3,163,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,115.44,0.0,0.0,27.71,145.9,3,254,34,CNN 16k,IID,FashionMNIST,0.26,0.9022,0.8878,0.3404,0.68,0.8143,0.8009,0.6365,"{OFF,OFF,OFF,OFF,OFF,OFF}",15.55
Client 1,5,127.52,0.0,0.0,13.53,,5,252,43,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,90.09,0.0,0.0,31.55,,5,217,33,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,92.75,0.0,0.0,57.94,,5,200,32,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,77.72,0.0,0.0,67.94,,3,162,32,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,137.25,0.0,0.0,27.1,167.09,3,243,29,CNN 16k,IID,FashionMNIST,0.23,0.915,0.8675,0.2703,0.69,0.7975,0.7778,0.7467,"{OFF,OFF,OFF,OFF,OFF,OFF}",19.23
Client 1,6,143.73,0.0,0.0,14.02,,5,249,45,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
