Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,51.12,0.27,0.0,17.68,,5,340,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,15.48,0.33,0.0,14.01,,5,186,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,16.58,0.34,0.0,44.93,,5,166,20,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,16.66,0.35,0.0,32.95,,3,150,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,64.04,0.14,0.0,30.29,108.8,3,257,19,CNN 16k,non-IID,FashionMNIST,0.31,0.9,0.7958,0.3204,1.81,0.6749,0.627,0.9808,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,55.91,0.09,0.0,14.5,,5,310,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,27.78,0.26,0.0,12.42,,5,198,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,26.88,0.17,0.0,44.05,,5,193,19,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,24.26,0.31,0.0,10.99,,3,187,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,65.29,0.25,0.0,29.89,109.28,3,250,19,CNN 16k,non-IID,FashionMNIST,0.26,0.9062,0.8475,0.2793,1.16,0.7383,0.7054,0.8091,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,3,70.94,0.15,0.0,14.41,,5,293,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,45.11,0.2,0.0,17.14,,5,229,21,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,23.09,0.12,0.0,24.89,,5,220,20,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,44.13,0.21,0.0,66.1,,3,132,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,78.48,0.19,0.0,31.08,122.4,3,256,19,CNN 16k,non-IID,FashionMNIST,0.24,0.9125,0.8555,0.3322,0.98,0.742,0.7113,0.7834,"{OFF,OFF,ON,OFF,OFF,OFF}",0.0
Client 1,4,81.21,0.09,0.0,14.28,,5,277,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,51.39,0.2,0.0,14.73,,5,202,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,57.77,0.07,0.0,61.94,,5,166,21,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,46.69,0.14,0.0,31.01,,3,181,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,81.75,0.11,0.0,29.18,124.17,3,238,19,CNN 16k,non-IID,FashionMNIST,0.19,0.9319,0.9048,0.1997,0.92,0.8053,0.7758,0.6685,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,5,46.15,0.18,0.0,14.8,,5,383,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,32.35,0.18,0.0,8.83,,5,328,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,28.49,0.03,0.0,35.68,73.11,5,247,21,CNN 16k,IID,FashionMNIST,0.2,0.9265,0.8761,0.2326,0.62,0.7997,0.785,0.6654,"{ON,OFF,ON,OFF,OFF,OFF}",0.01
Client 1,6,100.77,0.08,0.0,16.71,,5,276,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,81.05,0.24,0.0,11.24,,5,222,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,60.37,0.02,0.0,33.35,,5,218,21,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,62.79,0.14,0.0,56.14,,3,156,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,105.86,0.14,0.0,27.98,146.16,3,242,19,CNN 16k,non-IID,FashionMNIST,0.23,0.9148,0.9021,0.2728,0.7,0.8096,0.7908,0.6132,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,7,134.5,0.09,0.0,16.16,,5,246,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,99.35,0.14,0.0,33.39,,5,215,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
