Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,42.08,0.0,0.0,12.68,,5,313,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,15.42,0.0,0.0,11.5,,5,185,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,18.58,0.0,0.0,30.97,,5,200,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,17.96,0.0,0.0,38.17,,3,122,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,62.4,0.0,0.0,29.82,95.08,3,273,16,CNN 16k,IID,FashionMNIST,0.34,0.8943,0.7997,0.3208,1.43,0.7403,0.7019,0.7358,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.28
Client 1,2,73.03,0.0,0.0,14.88,,5,288,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,35.85,0.0,0.0,17.49,,5,189,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,43.61,0.0,0.0,45.84,,5,178,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,43.2,0.0,0.0,66.24,,3,125,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,93.13,0.0,0.0,32.02,132.45,3,257,16,CNN 16k,IID,FashionMNIST,0.24,0.9177,0.8237,0.2436,0.98,0.7344,0.7087,0.8586,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.57
Client 1,3,89.64,0.0,0.0,13.42,,5,262,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,60.57,0.0,0.0,19.43,,5,206,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,50.47,0.0,0.0,77.33,,5,154,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,58.72,0.0,0.0,39.85,,3,168,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,105.71,0.0,0.0,28.62,141.05,3,249,17,CNN 16k,IID,FashionMNIST,0.25,0.9083,0.8837,0.2704,0.74,0.8156,0.7916,0.5775,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.38
Client 1,4,114.81,0.0,0.0,13.97,,5,253,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,79.14,0.0,0.0,27.17,,5,209,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,71.46,0.0,0.0,35.37,,5,229,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,71.69,0.0,0.0,50.43,,3,178,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,129.46,0.0,0.0,37.29,173.93,3,247,17,CNN 16k,IID,FashionMNIST,0.19,0.9314,0.8801,0.2045,0.68,0.8185,0.8005,0.6101,"{OFF,OFF,OFF,OFF,OFF,OFF}",165.62
Client 1,5,98.17,0.0,0.0,15.57,,5,365,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,75.21,0.0,0.0,14.04,,5,325,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,79.95,0.0,0.0,24.65,128.86,5,326,17,CNN 16k,IID,FashionMNIST,0.16,0.9398,0.8997,0.1923,0.63,0.8105,0.7865,0.5695,"{ON,OFF,OFF,OFF,OFF,OFF}",180.23
