Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.22,0.17,0.0,1.79,,5,405,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.89,0.29,0.0,0.63,,5,198,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,1.07,0.21,0.0,28.89,,5,24,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.54,0.09,0.0,27.55,,3,13,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.73,0.18,0.0,4.1,31.22,3,286,21,MLP,IID,AG_NEWS,0.31,0.8952,0.736,0.1476,1.61,0.6144,0.5182,0.7059,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.21
Client 1,2,5.76,0.17,0.0,1.7,,5,376,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.65,0.17,0.0,1.28,,5,212,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.51,0.21,0.0,36.11,,5,18,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,2.16,0.26,0.0,25.87,,3,38,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,6.87,0.18,0.0,3.42,38.7,3,275,25,MLP,IID,AG_NEWS,0.19,0.9398,0.8175,0.0872,1.32,0.6666,0.5852,0.6465,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.1
