Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.77,0.26,0.0,1.8,,5,389,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,1.07,0.31,0.0,1.5,,5,226,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.98,0.24,0.0,36.03,,5,14,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.92,0.01,0.0,26.93,,3,19,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.8,0.21,0.0,4.2,38.08,3,282,22,MLP,IID,AG_NEWS,0.34,0.8773,0.6162,0.1709,1.56,0.4915,0.3787,0.9022,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.09
Client 1,2,5.17,0.26,0.0,1.89,,5,363,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.46,0.22,0.0,1.23,,5,224,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.33,0.24,0.0,29.08,,5,21,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.94,0.22,0.0,43.66,,3,22,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,7.85,0.21,0.0,4.09,46.82,3,279,23,MLP,IID,AG_NEWS,0.19,0.9392,0.8442,0.0884,1.19,0.649,0.5958,0.6575,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.2
Client 1,3,6.88,0.26,0.0,1.81,,5,369,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.63,0.11,0.0,1.25,,5,241,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.89,0.19,0.0,22.93,,5,28,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,2.07,0.1,0.0,24.24,,3,32,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,6.9,0.21,0.0,3.58,27.83,3,270,29,MLP,IID,AG_NEWS,0.16,0.9519,0.8271,0.0701,1.01,0.7273,0.6799,0.5221,,"{ON,OFF,ON,OFF,OFF,ON}",0.2
Client 1,4,6.37,0.26,0.0,1.58,,5,333,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,2.91,0.16,0.0,1.57,,5,222,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,2.4,0.19,0.0,36.64,,5,25,31,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,3.08,0.08,0.0,21.37,,3,44,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,7.2,0.21,0.0,3.42,40.35,3,263,31,MLP,IID,AG_NEWS,0.13,0.9595,0.9277,0.0607,0.94,0.7483,0.7072,0.4854,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.17
Client 1,5,7.7,0.26,0.0,1.71,,5,325,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,4.96,0.16,0.0,1.99,,5,257,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,2.59,0.23,0.0,45.29,,5,20,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,3.5,0.08,0.0,43.71,,3,28,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,7.23,0.21,0.0,3.19,49.42,3,259,30,MLP,IID,AG_NEWS,0.11,0.9643,0.8999,0.0529,0.88,0.7591,0.7233,0.4694,,"{ON,OFF,ON,OFF,OFF,ON}",0.21
