Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,42.64,0.0,0.0,13.21,,5,310,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,18.18,0.0,0.0,11.29,,5,201,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,11.98,0.0,0.0,41.53,,5,172,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,19.06,0.0,0.0,46.85,,3,107,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,61.57,0.0,0.0,28.91,92.85,3,277,17,CNN 16k,IID,FashionMNIST,0.39,0.8601,0.795,0.4202,1.14,0.7358,0.7055,0.8331,"{OFF,OFF,OFF,OFF,OFF,OFF}",24.55
Client 1,2,61.66,0.0,0.0,13.36,,5,285,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,32.0,0.0,0.0,16.64,,5,197,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,30.42,0.0,0.0,24.41,,5,262,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,33.94,0.0,0.0,56.14,,3,123,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,79.16,0.0,0.0,28.99,110.75,3,263,17,CNN 16k,IID,FashionMNIST,0.21,0.9215,0.8591,0.2427,0.9,0.7771,0.753,0.6435,"{OFF,OFF,OFF,OFF,OFF,OFF}",15.14
Client 1,3,86.17,0.0,0.0,12.11,,5,262,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,56.38,0.0,0.0,20.29,,5,207,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,54.85,0.0,0.0,71.2,,5,158,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,55.28,0.0,0.0,43.71,,3,168,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,101.75,0.0,0.0,28.1,132.4,3,253,17,CNN 16k,IID,FashionMNIST,0.25,0.9111,0.8812,0.2624,0.72,0.8047,0.7808,0.5854,"{OFF,OFF,OFF,OFF,OFF,OFF}",11.8
Client 1,4,108.97,0.0,0.0,13.67,,5,263,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,67.49,0.0,0.0,23.66,,5,204,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,72.49,0.0,0.0,69.95,,5,183,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,4,81.04,0.0,0.0,66.75,,3,155,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,4,122.38,0.0,0.0,29.0,161.87,3,248,17,CNN 16k,IID,FashionMNIST,0.2,0.9283,0.8917,0.2073,0.68,0.8196,0.798,0.5343,"{OFF,OFF,OFF,OFF,OFF,OFF}",10.64
Client 1,5,125.57,0.0,0.0,13.49,,5,250,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,82.75,0.0,0.0,28.5,,5,206,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,93.02,0.0,0.0,61.32,,5,199,18,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,5,89.21,0.0,0.0,36.82,,3,203,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,5,136.81,0.0,0.0,25.4,164.66,3,242,17,CNN 16k,IID,FashionMNIST,0.28,0.8916,0.8763,0.407,0.68,0.8144,0.7959,0.5764,"{OFF,OFF,OFF,OFF,OFF,OFF}",15.83
Client 1,6,147.07,0.0,0.0,13.02,,5,241,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,109.94,0.0,0.0,31.03,,5,210,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,108.95,0.0,0.0,87.61,,5,178,18,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,6,106.36,0.0,0.0,81.41,,3,162,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,6,155.32,0.0,0.0,27.1,202.5,3,236,17,CNN 16k,IID,FashionMNIST,0.24,0.9093,0.8958,0.2873,0.58,0.8239,0.8048,0.5439,"{OFF,OFF,OFF,OFF,OFF,OFF}",22.6
Client 1,7,169.94,0.0,0.0,15.03,,5,236,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,137.12,0.0,0.0,32.14,,5,216,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,132.69,0.0,0.0,44.88,,5,226,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,7,131.3,0.0,0.0,78.94,,3,169,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,7,175.95,0.0,0.0,26.8,225.04,3,233,17,CNN 16k,IID,FashionMNIST,0.24,0.9114,0.8828,0.2834,0.53,0.838,0.8267,0.4854,"{OFF,OFF,OFF,OFF,OFF,OFF}",180.12
Client 1,8,189.81,0.0,0.0,16.39,,5,230,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,155.86,0.0,0.0,37.54,,5,215,18,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,143.27,0.0,0.0,79.21,,5,204,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,8,156.02,0.0,0.0,44.78,,3,202,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,8,195.39,0.0,0.0,29.91,228.32,3,231,17,CNN 16k,IID,FashionMNIST,0.19,0.9283,0.8893,0.2381,0.65,0.8032,0.7856,0.6264,"{OFF,OFF,OFF,OFF,OFF,OFF}",16.5
Client 1,9,182.98,0.0,0.0,35.13,,5,221,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,167.26,0.0,0.0,38.35,,5,210,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,170.37,0.0,0.0,94.91,,5,194,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,9,164.76,0.0,0.0,85.1,,3,180,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,9,186.15,0.0,0.0,36.27,270.37,3,224,17,CNN 16k,IID,FashionMNIST,0.19,0.9282,0.9162,0.2284,0.61,0.8471,0.8318,0.4978,"{OFF,OFF,OFF,OFF,OFF,OFF}",25.84
Client 1,10,208.13,0.0,0.0,32.42,,5,221,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,197.56,0.0,0.0,35.27,,5,214,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,190.74,0.0,0.0,70.66,,5,208,17,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,10,196.79,0.0,0.0,52.77,,3,199,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,10,204.79,0.0,0.0,43.16,266.82,3,225,17,CNN 16k,IID,FashionMNIST,0.18,0.9318,0.903,0.2266,0.56,0.8315,0.8185,0.4965,"{OFF,OFF,OFF,OFF,OFF,OFF}",25.84
