Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.39,0.12,0.0,1.85,,5,418,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.63,0.25,0.0,0.76,,5,181,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.77,0.21,0.0,40.33,,5,17,22,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.67,0.04,0.0,39.78,,3,10,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,6.92,0.19,0.0,4.81,42.05,3,286,21,MLP,IID,AG_NEWS,0.34,0.8873,0.7332,0.1716,1.49,0.6064,0.5087,0.7583,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.01
Client 1,2,6.39,0.12,0.0,1.88,,5,417,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.95,0.16,0.0,1.36,,5,209,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.04,0.22,0.0,28.54,,5,12,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.39,0.13,0.0,46.39,,3,16,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,6.39,0.19,0.0,3.08,48.88,3,276,25,MLP,IID,AG_NEWS,0.19,0.9401,0.8528,0.0883,1.17,0.6833,0.6143,0.6516,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.18
Client 1,3,4.99,0.12,0.0,2.03,,5,352,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.02,0.05,0.0,1.11,,5,205,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.77,0.17,0.0,47.99,,5,14,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,2.3,0.05,0.0,41.53,,3,24,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,7.59,0.19,0.0,4.11,51.37,3,274,29,MLP,IID,AG_NEWS,0.16,0.9498,0.9213,0.0716,0.99,0.7495,0.6995,0.4885,,"{ON,OFF,ON,OFF,OFF,OFF}",0.12
