N Rounds;Total Clients;Model;Dataset;Optimizer;Learning Rate;Batch Size;Epochs;Client 1 ID;Client 1 CPU;Client 1 RAM;Client 1 Data Distribution;Client 1 Data Persistence;Client 1 Alpha Dirichlet;Client 1 JSD;Client 1 CPU Usage Avg;Client 1 RAM Usage Avg;Client 2 ID;Client 2 CPU;Client 2 RAM;Client 2 Data Distribution;Client 2 Data Persistence;Client 2 Alpha Dirichlet;Client 2 JSD;Client 2 CPU Usage Avg;Client 2 RAM Usage Avg;Client 3 ID;Client 3 CPU;Client 3 RAM;Client 3 Data Distribution;Client 3 Data Persistence;Client 3 Alpha Dirichlet;Client 3 JSD;Client 3 CPU Usage Avg;Client 3 RAM Usage Avg;Client 4 ID;Client 4 CPU;Client 4 RAM;Client 4 Data Distribution;Client 4 Data Persistence;Client 4 Alpha Dirichlet;Client 4 JSD;Client 4 CPU Usage Avg;Client 4 RAM Usage Avg;Client 5 ID;Client 5 CPU;Client 5 RAM;Client 5 Data Distribution;Client 5 Data Persistence;Client 5 Alpha Dirichlet;Client 5 JSD;Client 5 CPU Usage Avg;Client 5 RAM Usage Avg;Round 25%;Val F1 25%;Training Time Avg 25%;Communication Time Avg 25%;Total Round Time 25%;Round 50%;Val F1 50%;Training Time Avg 50%;Communication Time Avg 50%;Total Round Time 50%;Round 75%;Val F1 75%;Training Time Avg 75%;Communication Time Avg 75%;Total Round Time 75%;Avg Training Time;Avg Communication Time;Avg Total Round Time;Final Train Loss;Final Train Accuracy;Final Train F1;Final Val Loss;Final Val Accuracy;Final Val F1 (Last Round);Final Val F1 (Best);Final Agent Time;AP List (client_selector,message_compressor,heterogeneous_data_handler);Client Selector Strategy;Client Selector Criteria;Client Selector Value;Message Compressor Alg;HDH Batch Size;HDH Beta 1;HDH Beta 2;HDH Discriminator;HDH Epochs;HDH Generator;HDH Learning Rate;HDH Latent Dim;HDH Optimizer
10;5;MLP;AG_NEWS;Adam;0,001;64;1;Client 1;5;2;non-IID;Same Data;0,5;NaN;295,9;29,8;Client 2;5;2;non-IID;New Data;0,5;NaN;223,9;30,7;Client 3;5;2;IID;New Data;1;NaN;32,2;31,1;Client 4;3;2;non-IID;New Data;0,5;NaN;37,0;29,6;Client 5;3;2;IID;Same Data;1;NaN;254,0;31,1;3;0,67;4,1;14,6;44,14;5;0,7143;4,9879999999999995;17,026000000000003;48,65;8;0,7423;6,981999999999999;21,744;60,51;5,564799999999999;16,9844;48,035000000000004;0,09;0,9721;0,9057;0,88;0,7829;0,7473;0,7473;0,18;{OFF,OFF,ON};NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
