approach,run,round,F1,total_time,training_time,communication_time,agent_time,ap_list
Never,r2,2,0.6797,135.75,53.0,32.208,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,3,0.7326,124.07,59.198,31.058,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,4,0.7455,132.07,66.982,30.131999999999998,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,5,0.7516,158.24,83.106,31.812,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,6,0.7554,197.32,113.976,43.604,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,7,0.7691,202.45,132.658,45.402,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,8,0.802,228.95,146.35399999999998,48.394000000000005,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,9,0.7785,242.14,156.898,49.132,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,10,0.773,271.51,161.894,50.536,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,1,0.6513,113.62,31.796000000000003,36.61200000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,2,0.6921,120.37,44.738,28.310000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,3,0.7373,127.27,54.422000000000004,22.369999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,4,0.7333,168.95,83.582,41.498000000000005,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,5,0.7204,170.22,98.998,31.315999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,6,0.7469,178.56,111.85800000000002,39.742000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,7,0.7237,196.19,127.23800000000001,35.992000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,8,0.7653,184.8,130.126,33.672000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,9,0.8026,222.8,132.88000000000002,42.914,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r3,10,0.7907,197.55,138.652,37.336,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,1,0.6285,88.72,26.556,23.75,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,2,0.6779,100.36,39.384,27.272000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,3,0.7212,127.74,61.767999999999994,39.040000000000006,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,4,0.7279,136.07,74.376,31.412,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,5,0.7431,150.87,86.092,34.73,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,6,0.7664,152.74,91.46200000000002,29.496000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,7,0.758,161.06,115.674,25.300000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,8,0.7913,193.97,124.596,37.006,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,9,0.7604,207.7,134.172,40.048,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r4,10,0.7815,203.78,142.75600000000003,31.0,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,1,0.652,89.96,25.22,26.595999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,2,0.677,100.35,37.296,26.772,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,3,0.7429,116.79,53.727999999999994,32.854,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,4,0.7361,134.12,68.388,34.556,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,5,0.7575,141.7,85.122,24.764,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,6,0.7893,144.85,90.818,29.176,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,7,0.7692,176.24,112.792,35.504,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,8,0.7824,193.28,122.41,38.25,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,9,0.7709,205.53,130.94400000000002,37.331999999999994,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r5,10,0.7796,290.73,187.286,53.346000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,1,0.5718,86.37,25.609999999999996,20.01,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,2,0.7107,101.67,40.438,28.040000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,3,0.7411,109.67,48.846,27.224,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,4,0.7478,135.65,70.334,29.360000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,5,0.7484,187.78,87.81,46.464,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,6,0.7514,200.23,121.046,38.176,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,7,0.7577,211.09,129.32999999999998,58.306000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,8,0.7606,236.36,152.768,53.592000000000006,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,9,0.7772,258.12,174.538,56.136,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r6,10,0.7792,277.78,171.12800000000001,58.324,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,1,0.6094,98.73,30.983999999999998,31.0,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,2,0.7024,100.65,42.55,28.842000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,3,0.7,116.35,56.946000000000005,23.844,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,4,0.7631,134.49,71.148,26.286,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,5,0.7448,157.46,88.334,42.802,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,6,0.7739,157.57,95.25399999999999,29.706,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,7,0.7734,172.31,107.078,34.154,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,8,0.7753,194.29,118.98000000000002,45.418,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,9,0.7908,206.58,136.73200000000003,38.016,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r7,10,0.7913,232.49,145.63400000000001,42.961999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,1,0.6425,108.45,31.662,27.926,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,2,0.6875,105.96,42.54,24.586000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,3,0.6939,131.46,57.992000000000004,21.264,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,4,0.7417,139.77,73.97,31.266000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,5,0.7387,168.66,100.602,37.815999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,6,0.7501,198.14,120.84400000000001,47.66,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,7,0.7942,209.37,123.86599999999999,34.882000000000005,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,8,0.7594,185.84,124.49000000000001,39.148,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,9,0.7796,207.4,134.958,41.668,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r8,10,0.7902,239.1,146.7,46.67,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,1,0.6271,92.22,27.451999999999998,25.904000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,2,0.6729,112.97,45.266000000000005,27.692,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,3,0.7094,120.26,57.688,23.198,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,4,0.7472,190.46,78.09400000000001,48.482,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,5,0.7632,185.44,104.61599999999999,40.78,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,6,0.7655,172.66,112.60799999999999,33.028,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,7,0.7632,165.16,112.57400000000003,35.506,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,8,0.7545,197.48,123.696,40.483999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,9,0.7726,197.59,126.76200000000001,43.168,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r9,10,0.7928,190.35,141.686,30.266000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r1,1,0.6588,113.04,35.644,33.61,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r1,2,0.6883,136.54,57.646,36.096000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r1,3,0.7101,487.9,94.612,30.791999999999994,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r1,4,0.7506,181.3,100.64200000000001,45.995999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r1,5,0.7448,680.76,132.79000000000002,33.948,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r1,6,0.7418,632.64,139.14600000000002,36.547999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r1,7,0.7404,850.41,137.238,37.078,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r1,8,0.7866,737.16,172.342,43.38000000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r1,9,0.7526,1204.85,194.096,43.358000000000004,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r1,10,0.7656,997.13,249.82600000000002,53.724000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r10,1,0.6532,105.27,33.882000000000005,35.096000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r10,2,0.7395,443.4,43.746,21.336,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r10,3,0.7107,145.18,72.29400000000001,26.644,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r10,4,0.7317,158.97,90.772,38.18,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r10,5,0.7349,563.64,110.29,28.203999999999997,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r10,6,0.7714,216.93,141.632,40.29,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r10,7,0.7835,237.37,153.048,45.564,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r10,8,0.7931,836.24,126.662,37.476,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r10,9,0.7777,266.37,182.95,51.072,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r10,10,0.7884,290.52,192.384,55.552,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r2,1,0.6448,212.61,120.348,25.722,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,2,0.7001,767.22,37.864000000000004,20.824,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r2,3,0.7426,141.42,70.954,38.394,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r2,4,0.7565,161.54,92.74199999999999,43.758,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r2,5,0.7332,604.61,150.534,44.43,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r2,6,0.7716,195.08,128.7,37.089999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,7,0.7535,856.63,229.46599999999998,51.736000000000004,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r2,8,0.7579,255.64,161.41799999999998,48.260000000000005,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,9,0.7486,739.95,169.65,33.342,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r2,10,0.775,296.33,195.728,57.215999999999994,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r3,1,0.6393,100.8,32.025999999999996,23.624000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r3,2,0.7095,123.66,51.918000000000006,22.240000000000002,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r3,3,0.7394,322.02,105.10800000000002,29.886000000000003,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r3,4,0.7537,168.56,92.914,35.93599999999999,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r3,5,0.7617,540.43,121.396,31.703999999999997,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r3,6,0.7535,212.77,138.042,46.062,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r3,7,0.7579,791.68,166.972,35.99400000000001,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r3,8,0.7512,692.24,241.3,45.056000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r3,9,0.7662,264.46,177.024,51.13799999999999,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r3,10,0.7675,1019.23,171.706,42.512,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r4,1,0.6578,102.9,38.583999999999996,20.344,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r4,2,0.7236,349.84,44.327999999999996,32.972,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r4,3,0.7033,408.02,52.048,26.476,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r4,4,0.7158,163.01,92.55,38.85,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r4,5,0.7411,483.42,93.51599999999999,25.724,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r4,6,0.7682,200.61,134.342,41.448,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r4,7,0.788,1058.98,148.592,36.647999999999996,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r4,8,0.7812,231.09,164.66199999999998,47.876,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r4,9,0.7719,239.48,179.762,45.1,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r4,10,0.802,281.46,196.416,51.122,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r5,1,0.6742,101.19,33.495999999999995,31.552000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r5,2,0.7191,311.33,49.826,32.254000000000005,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r5,3,0.7311,143.76,72.078,40.286,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r5,4,0.7604,607.22,108.7,23.041999999999998,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r5,5,0.77,190.9,112.418,44.122,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r5,6,0.7626,197.74,132.592,39.934,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r5,7,0.752,219.55,154.94400000000002,41.95400000000001,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r5,8,0.7785,1027.6,209.81599999999997,64.30999999999999,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r5,9,0.8091,1403.62,168.292,39.592,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r5,10,0.7765,297.99,190.046,55.34400000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,1,0.6558,98.79,32.298,31.982,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,2,0.6034,121.25,55.419999999999995,28.01,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r6,3,0.6979,137.96,72.208,34.864000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,4,0.7691,158.36,92.04400000000001,36.346000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,5,0.7374,541.04,101.082,26.881999999999994,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r6,6,0.7602,208.54,137.808,47.678000000000004,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r6,7,0.8292,218.05,150.5,37.230000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,8,0.7633,232.62,165.758,43.172000000000004,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r6,9,0.7635,292.85,194.37,61.82199999999999,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r6,10,0.7968,871.02,269.98199999999997,59.693999999999996,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r7,1,0.6244,135.23,37.172000000000004,29.865999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r7,2,0.7036,116.44,53.452,32.166,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r7,3,0.7074,526.82,40.588,27.162,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r7,4,0.7103,158.28,90.64599999999999,31.898000000000003,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r7,5,0.755,176.37,111.196,38.594,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r7,6,0.7389,205.75,130.60399999999998,42.57,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r7,7,0.778,216.99,145.23,42.288,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r7,8,0.755,886.85,160.17600000000002,48.73800000000001,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r7,9,0.7617,281.99,199.058,51.44199999999999,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r7,10,0.7799,295.79,193.91199999999998,64.07000000000001,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r8,1,0.6102,94.52,32.072,24.752000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,2,0.7342,111.85,47.836000000000006,19.716,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,3,0.6425,136.79,71.342,28.99,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r8,4,0.7387,649.14,75.592,32.602,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r8,5,0.7403,189.55,119.73400000000001,39.788,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r8,6,0.7636,211.06,129.566,49.007999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,7,0.7407,753.23,186.932,36.982,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r8,8,0.805,235.32,164.578,48.720000000000006,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,9,0.8095,268.82,177.96999999999997,57.326,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,10,0.7997,279.76,189.25799999999998,49.251999999999995,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r9,1,0.6651,97.0,31.544,19.508,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r9,2,0.7019,117.13,52.1,36.878,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r9,3,0.7259,139.55,73.214,29.85,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r9,4,0.7487,638.2,77.034,25.965999999999998,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r9,5,0.7563,593.05,106.52000000000001,33.040000000000006,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r9,6,0.7496,201.7,131.276,40.554,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r9,7,0.7702,229.67,167.552,35.318,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r9,8,0.7743,801.6,237.02399999999997,47.983999999999995,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r9,9,0.7835,265.2,185.934,46.19200000000001,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r9,10,0.7841,294.44,190.876,59.866,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Role-based,r1,1,0.7082,94.78,32.756,29.238,35.07,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r1,2,0.7806,270.8,49.056,33.263999999999996,26.95,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r1,3,0.8079,245.49,54.75599999999999,26.336000000000002,29.43,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r1,4,0.7592,136.21,18.91,12.38,24.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,5,0.7859,378.16,75.09,27.996,34.49,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,6,0.7931,234.35,31.99666666666667,22.486666666666665,28.92,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r1,7,0.8173,518.77,107.38400000000001,30.936,33.85,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r1,8,0.7965,440.71,31.80333333333333,11.843333333333334,33.88,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r1,9,0.8229,221.03,47.03333333333334,24.44333333333333,34.66,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r1,10,0.7836,248.22,44.21,17.893333333333334,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r10,1,0.7356,97.0,32.221999999999994,23.752000000000002,38.42,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r10,2,0.7138,217.77,18.0,13.11,43.58,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r10,3,0.746,266.96,69.24000000000001,33.727999999999994,25.61,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r10,4,0.7956,155.69,87.466,34.348,23.7,"{OFF,OFF,ON,OFF,OFF,OFF}"
Role-based,r10,5,0.818,185.02,106.94200000000001,37.584,29.44,"{OFF,OFF,ON,OFF,OFF,OFF}"
Role-based,r10,6,0.8113,388.19,72.982,23.238,32.55,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r10,7,0.8315,389.27,80.008,31.272000000000002,37.49,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r10,8,0.8131,554.23,120.048,39.706,70.6,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r10,9,0.8252,595.35,102.292,36.898,36.2,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r10,10,0.8101,715.29,163.664,43.632000000000005,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r2,1,0.713,97.86,34.114,34.378,36.54,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r2,2,0.6443,61.64,27.900000000000002,16.91333333333333,22.26,"{ON,OFF,OFF,OFF,OFF,OFF}"
Role-based,r2,3,0.7594,196.51,16.63,19.85333333333333,30.27,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r2,4,0.7911,389.35,75.848,32.364,40.24,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r2,5,0.799,372.65,68.96000000000001,27.362000000000002,36.9,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r2,6,0.8196,185.03,118.41,39.838,24.82,"{OFF,OFF,ON,OFF,OFF,OFF}"
Role-based,r2,7,0.7974,209.61,41.87,26.376666666666665,26.44,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r2,8,0.8312,568.87,88.09,38.5,44.51,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r2,9,0.8049,343.62,65.40333333333334,30.643333333333334,37.59,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r2,10,0.8138,209.93,52.836666666666666,33.18333333333334,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r3,1,0.7392,97.42,30.486,24.058,39.5,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r3,2,0.6848,93.29,13.823333333333332,12.513333333333334,28.78,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r3,3,0.7871,207.34,14.226666666666668,19.37666666666667,40.64,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r3,4,0.7798,210.01,20.073333333333334,24.81,24.33,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r3,5,0.7762,134.42,22.96666666666667,12.983333333333334,35.53,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r3,6,0.8154,425.97,68.002,32.464,34.4,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r3,7,0.8285,375.02,71.04400000000001,43.3,35.11,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r3,8,0.8147,372.46,93.16999999999999,35.898,36.16,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r3,9,0.8309,567.74,100.034,34.638,38.18,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r3,10,0.8201,560.77,113.86800000000001,43.098,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r4,1,0.7057,96.26,31.910000000000004,23.964000000000002,38.54,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r4,2,0.7431,358.87,12.806666666666667,16.77,37.15,"{ON,OFF,ON,OFF,OFF,ON}"
Role-based,r4,3,0.7577,245.53,73.702,27.201999999999998,24.51,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r4,4,0.7977,362.1,70.946,25.7,35.03,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r4,5,0.7929,184.49,111.83599999999998,36.544,26.24,"{OFF,OFF,ON,OFF,OFF,OFF}"
Role-based,r4,6,0.8241,220.06,152.61599999999999,46.712,191.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Role-based,r4,7,0.7995,200.5,40.8,21.953333333333333,24.38,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r4,8,0.8184,450.67,131.674,48.602,35.34,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r4,9,0.8222,548.33,93.244,35.862,41.65,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r4,10,0.8293,461.35,105.72999999999999,40.794,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r5,1,0.7224,99.31,33.372,22.372000000000003,78.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r5,2,0.781,137.83,60.798,29.053999999999995,22.98,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r5,3,0.7793,315.42,16.746666666666666,9.63,39.4,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r5,4,0.7947,334.77,67.06800000000001,28.954,45.43,"{OFF,OFF,OFF,OFF,OFF,ON}"
