Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,44.61,0.0,0.0,13.3,,5,321,16,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,18.94,0.0,0.0,9.12,,5,190,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,16.77,0.0,0.0,47.85,,5,154,16,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,19.6,0.0,0.0,27.36,,3,130,17,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,70.48,0.0,0.0,29.01,101.86,3,277,17,CNN 16k,IID,FashionMNIST,0.34,0.8901,0.8232,0.3252,1.15,0.7576,0.7281,0.7851,"{OFF,OFF,OFF,OFF,OFF,OFF}",5.72
Client 1,2,24.17,0.05,99.0,6.9,,5,227,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,38.12,0.05,50.55,12.96,,5,294,26,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,2.5,0.0,126.68,29.91,161.64,5,293,27,CNN 16k,IID,FashionMNIST,0.54,0.7493,0.7291,1.1976,1.1,0.7722,0.7422,0.6776,"{ON,OFF,OFF,OFF,OFF,ON}",6.27
Client 1,3,56.82,0.07,0.0,14.29,,5,370,41,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,32.81,0.25,0.0,13.62,,5,313,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,47.5,0.12,0.0,45.44,96.88,5,235,29,CNN 16k,IID,FashionMNIST,0.24,0.9139,0.8847,0.2429,0.93,0.7832,0.7601,0.7684,"{ON,OFF,OFF,OFF,OFF,ON}",6.13
Client 1,4,58.39,0.13,0.0,13.48,,5,369,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,37.34,0.19,0.0,11.45,,5,315,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,46.99,0.07,0.0,40.34,91.5,5,260,29,CNN 16k,IID,FashionMNIST,0.22,0.9188,0.8848,0.2641,0.69,0.8014,0.779,0.6122,"{ON,OFF,OFF,OFF,OFF,ON}",5.79
Client 1,5,92.59,0.2,0.0,13.7,,5,366,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,5,66.06,0.2,0.0,18.23,,5,336,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,5,80.96,0.03,0.0,26.97,118.78,5,332,30,CNN 16k,IID,FashionMNIST,0.19,0.9296,0.9027,0.1657,0.89,0.8119,0.779,0.5662,"{ON,OFF,OFF,OFF,OFF,ON}",6.83
Client 1,6,91.69,0.4,0.0,13.49,,5,370,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,6,71.11,0.25,0.0,14.34,,5,339,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,6,66.38,0.02,0.0,68.52,139.79,5,249,29,CNN 16k,IID,FashionMNIST,0.14,0.949,0.8947,0.1754,0.83,0.7925,0.7772,0.6584,"{ON,OFF,OFF,OFF,OFF,ON}",6.69
Client 1,7,111.3,0.22,0.0,17.53,,5,361,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,7,99.17,0.1,0.0,18.46,,5,342,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,7,107.59,0.02,0.0,29.55,142.51,5,335,29,CNN 16k,IID,FashionMNIST,0.22,0.9146,0.9021,0.3378,0.6,0.8209,0.8032,0.5241,"{ON,OFF,OFF,OFF,OFF,ON}",6.39
Client 1,8,106.11,0.08,0.0,21.83,,5,360,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,8,94.06,0.17,0.0,20.01,,5,342,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,8,102.38,0.0,0.0,28.8,140.38,5,340,29,CNN 16k,IID,FashionMNIST,0.19,0.9297,0.9154,0.1902,0.66,0.8428,0.8274,0.4924,"{ON,OFF,OFF,OFF,OFF,ON}",6.67
Client 1,9,112.18,0.07,0.0,23.82,,5,356,40,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,9,116.71,0.13,0.0,18.84,,5,352,30,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,9,107.34,0.0,0.0,61.88,175.62,5,295,29,CNN 16k,IID,FashionMNIST,0.2,0.9262,0.9136,0.228,0.57,0.8388,0.8274,0.5833,"{ON,OFF,OFF,OFF,OFF,ON}",6.74
Client 1,10,105.13,0.23,0.0,23.23,,5,354,39,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,10,103.71,0.35,0.0,21.31,,5,341,29,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,10,111.03,0.0,0.0,24.94,142.87,5,355,29,CNN 16k,IID,FashionMNIST,0.15,0.9447,0.884,0.1863,0.69,0.804,0.7884,0.6071,"{ON,OFF,OFF,OFF,OFF,ON}",6.74
