approach,run,round,F1,total_time,training_time,communication_time,agent_time,ap_list
Random,r1,10,0.7728,60.99,8.34,18.712,0.23,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r10,1,0.5182,31.22,2.8899999999999997,12.592,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r10,2,0.5852,38.7,3.59,13.675999999999998,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r10,3,0.6402,56.19,4.24,20.668,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r10,4,0.6784,30.2,5.208,10.802000000000001,0.11,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r10,5,0.708,50.3,5.506,18.949999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r10,6,0.7237,53.05,5.4159999999999995,17.816,0.2,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r10,7,0.7414,36.59,4.959999999999999,12.136,0.02,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r10,8,0.7457,50.63,5.918,19.076,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r10,9,0.7494,47.57,7.714,15.309999999999999,0.21,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r10,10,0.7732,40.36,7.406000000000001,13.957999999999998,0.21,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r2,1,0.456,52.04,2.8,17.204,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,2,0.6259,42.59,3.344,15.498,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,3,0.6643,44.89,3.8520000000000003,14.4,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r2,4,0.6796,48.37,4.178,14.896,0.11,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r2,5,0.687,35.44,4.726,13.376,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,6,0.6901,49.99,5.476000000000001,19.061999999999998,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r2,7,0.6946,38.95,6.0600000000000005,13.45,0.29,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r2,8,0.6966,46.34,7.446,14.924000000000001,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r2,9,0.6979,53.28,7.864,16.759999999999998,0.2,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r2,10,0.6991,59.8,8.544,19.188000000000002,0.2,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r3,1,0.6328,37.23,2.8419999999999996,14.338,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r3,2,0.7127,42.25,3.278,15.746,0.21,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r3,3,0.7422,52.09,4.588,19.378,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r3,4,0.7588,36.33,4.66,13.717999999999998,0.19,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r3,5,0.7657,53.45,5.072,18.898,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r3,6,0.7753,52.91,5.882,16.351999999999997,0.21,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r3,7,0.7803,35.47,5.528,11.838,0.18,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r3,8,0.7803,54.43,6.912000000000001,19.476,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r3,9,0.783,54.7,6.868,14.717999999999998,0.11,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r3,10,0.7841,56.89,7.286,18.559999999999995,0.11,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r4,1,0.4744,33.75,2.55,12.966,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r4,2,0.6533,41.43,3.4260000000000006,14.040000000000001,0.21,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r4,3,0.6895,50.56,3.7099999999999995,16.216,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r4,4,0.7241,54.64,4.46,15.901999999999997,0.19,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r4,5,0.7272,45.6,5.5760000000000005,15.984,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r4,6,0.7361,44.9,6.566000000000001,15.258000000000001,0.09,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r4,7,0.7459,59.24,6.377999999999999,21.636000000000003,0.21,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r4,8,0.7546,45.28,7.192,14.77,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r4,9,0.7618,46.34,7.089999999999999,14.729999999999999,0.09,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r4,10,0.7631,59.31,7.5120000000000005,16.907999999999998,0.09,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r5,1,0.3787,38.08,3.1079999999999997,14.091999999999999,0.09,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r5,2,0.5958,46.82,3.55,15.989999999999998,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r5,3,0.6799,27.83,4.074,10.762,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r5,4,0.7072,40.35,4.392,12.916,0.17,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r5,5,0.7233,49.42,5.196,19.177999999999997,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r5,6,0.7431,44.86,6.3260000000000005,16.71,0.22,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r5,7,0.7506,57.45,7.43,19.552,0.29,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r5,8,0.7555,56.06,8.04,19.186,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r5,9,0.76,63.4,8.78,21.66,0.21,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r5,10,0.7644,62.13,9.252,17.922,0.21,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r6,1,0.4171,42.77,2.982,15.096,0.11,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,2,0.5787,39.06,3.7980000000000005,15.957999999999998,0.21,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r6,3,0.67,44.14,4.1,14.6,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r6,4,0.7027,34.88,4.595999999999999,13.081999999999999,0.2,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r6,5,0.7143,48.65,4.9879999999999995,17.026,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r6,6,0.7262,47.22,5.909999999999999,14.912,0.12,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,7,0.7365,56.02,6.756,20.524,0.2,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r6,8,0.7423,60.51,6.982000000000001,21.744,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r6,9,0.7389,57.76,8.032,20.608,0.18,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r6,10,0.7473,49.34,7.504,16.294,0.18,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r7,1,0.6182,51.29,2.7199999999999998,19.668,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r7,2,0.7062,44.48,3.632,15.889999999999997,0.11,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r7,3,0.7425,34.63,3.9219999999999997,12.806000000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r7,4,0.7516,52.38,4.508,17.178000000000004,0.09,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r7,5,0.7623,30.29,5.438000000000001,11.02,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r7,6,0.7702,58.26,6.481999999999999,19.72,0.18,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r7,7,0.7781,44.2,6.74,12.940000000000001,0.12,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r7,8,0.7793,49.3,6.523999999999999,17.256,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r7,9,0.7843,61.43,8.065999999999999,18.958000000000002,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r7,10,0.7889,60.08,9.192,17.828,0.2,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r8,1,0.5087,42.05,2.876,17.506,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,2,0.6143,48.88,3.432,16.25,0.18,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r8,3,0.6995,51.37,3.7340000000000004,19.354000000000003,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r8,4,0.7289,39.25,4.146,14.347999999999999,0.11,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r8,5,0.7442,50.57,4.276,15.357999999999999,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r8,6,0.7569,52.29,5.7059999999999995,19.976,0.21,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r8,7,0.7626,51.17,6.053999999999999,19.348,0.17,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r8,8,0.7644,48.91,7.734,15.25,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r8,9,0.7762,52.73,7.546000000000001,18.524,0.2,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r8,10,0.7787,57.99,8.602,20.562,0.2,"{OFF,OFF,ON,OFF,OFF,OFF}"
Random,r9,1,0.4118,40.17,2.614,14.34,0.09,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r9,2,0.5586,47.31,3.5379999999999994,17.018,0.21,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r9,3,0.6286,53.08,4.069999999999999,19.853999999999996,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Random,r9,4,0.6646,45.03,4.417999999999999,14.162,0.21,"{OFF,OFF,OFF,OFF,OFF,ON}"
Random,r9,5,0.6814,40.67,4.894,14.627999999999997,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Random,r9,6,0.6985,46.48,5.894,16.398,0.17,"{ON,OFF,OFF,OFF,OFF,ON}"
Random,r9,7,0.7147,35.51,5.328,11.532,0.22,"{OFF,OFF,ON,OFF,OFF,ON}"
Random,r9,8,0.7195,58.77,6.731999999999999,20.766,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Random,r9,9,0.7367,38.72,8.059999999999999,12.138,0.11,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Random,r9,10,0.7343,40.9,8.11,11.7,0.11,"{ON,OFF,ON,OFF,OFF,OFF}"
Role-based,r1,1,0.4364,56.82,9.536,22.826,102.43,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r1,2,0.6594,44.63,12.143999999999998,17.312,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,3,0.7895,51.73,7.3066666666666675,17.096666666666668,50.01,"{ON,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,4,0.7419,55.77,11.276,17.762,66.37,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,5,0.7433,57.2,10.732,19.907999999999998,0.0,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r1,6,0.7493,40.65,13.26,13.752,38.09,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,7,0.7586,63.62,13.033999999999997,22.212,49.34,"{OFF,OFF,ON,OFF,OFF,ON}"
Role-based,r1,8,0.7678,66.36,14.051999999999998,20.416,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Role-based,r1,9,0.7658,69.51,19.369999999999997,21.212000000000003,45.56,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Role-based,r1,10,0.7921,64.98,10.71,18.976666666666667,45.56,"{ON,OFF,ON,OFF,OFF,OFF}"
Voting-based,r1,1,0.605,49.39,6.88,19.464000000000002,65.88,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r1,2,0.7692,38.31,7.653333333333333,12.030000000000001,68.39,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,3,0.8287,33.69,7.923333333333335,10.826666666666668,57.67,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r1,4,0.8296,54.7,7.913333333333334,18.116666666666667,59.41,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,5,0.8246,51.58,9.393333333333333,17.386666666666667,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,6,0.8169,45.81,8.253333333333334,15.93,59.04,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,7,0.8123,57.2,9.803333333333333,18.220000000000002,56.6,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,8,0.8091,50.5,10.563333333333333,15.293333333333335,57.19,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,9,0.8,66.7,10.583333333333334,20.793333333333333,48.46,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r1,10,0.7995,53.79,11.416666666666666,16.813333333333333,48.46,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r2,1,0.3757,45.58,3.396,17.366,57.72,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r2,2,0.5215,30.3,2.3533333333333335,9.926666666666668,40.86,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r2,3,0.6878,53.67,2.4899999999999998,17.9,56.77,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r2,4,0.743,45.63,3.06,15.083333333333334,49.7,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r2,5,0.7397,51.19,3.4666666666666663,16.310000000000002,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r2,6,0.7349,55.52,3.4766666666666666,17.946666666666665,48.64,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r2,7,0.7431,43.91,4.076666666666667,14.176666666666668,54.07,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r2,8,0.7429,46.63,5.126666666666667,14.583333333333334,54.54,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r2,9,0.7413,54.36,5.06,16.923333333333332,53.51,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r2,10,0.7368,40.42,5.733333333333333,12.873333333333335,53.51,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,1,0.4902,35.83,2.9200000000000004,14.930000000000001,54.12,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r3,2,0.7166,35.27,2.2866666666666666,11.799999999999999,46.83,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,3,0.7573,32.2,2.7300000000000004,10.566666666666666,44.1,"{ON,OFF,OFF,OFF,OFF,OFF}"
Voting-based,r3,4,0.7588,29.37,3.0100000000000002,9.34,47.72,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,5,0.7331,47.02,3.4299999999999997,15.520000000000001,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,6,0.7248,27.42,3.8666666666666667,8.76,49.85,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,7,0.7143,53.46,4.493333333333333,17.023333333333333,49.69,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,8,0.7185,51.88,4.5200000000000005,16.423333333333332,115.7,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,9,0.7072,59.59,6.010000000000001,18.55666666666667,60.32,"{ON,OFF,OFF,OFF,OFF,ON}"
Voting-based,r3,10,0.6905,56.76,5.27,17.766666666666666,60.32,"{ON,OFF,OFF,OFF,OFF,ON}"
