Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,4.28,0.11,0.0,1.91,,5,389,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.87,0.18,0.0,1.42,,5,233,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.91,0.22,0.0,22.07,,5,26,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.56,0.12,0.0,21.77,,3,16,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.29,0.19,0.0,4.1,24.03,3,284,22,MLP,IID,AG_NEWS,0.33,0.8906,0.7991,0.1623,1.2,0.65,0.5894,0.607,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,5.22,0.11,0.0,1.81,,5,400,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.3,0.2,0.0,0.9,,5,199,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.38,0.22,0.0,28.06,,5,22,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.17,0.19,0.0,41.91,,3,12,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,7.77,0.19,0.0,4.1,44.14,3,281,25,MLP,IID,AG_NEWS,0.17,0.9486,0.8929,0.0748,1.03,0.7357,0.6835,0.4429,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,3,6.21,0.11,0.0,1.77,,5,346,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,3.16,0.37,0.0,0.88,,5,215,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.91,0.17,0.0,51.14,,5,15,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,3.2,0.17,0.0,43.07,,3,31,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,8.34,0.19,0.0,4.1,54.17,3,275,30,MLP,IID,AG_NEWS,0.12,0.9616,0.9104,0.057,0.99,0.7374,0.692,0.422,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,4,6.44,0.11,0.0,1.73,,5,321,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,2.46,0.36,0.0,1.25,,5,213,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,3.57,0.17,0.0,23.52,,5,47,27,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,4.25,0.14,0.0,33.75,,3,41,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,6.05,0.19,0.0,3.2,39.07,3,261,32,MLP,IID,AG_NEWS,0.11,0.9663,0.9232,0.0505,0.92,0.7526,0.7101,0.3939,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,5,5.97,0.11,0.0,1.19,,5,263,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,3.76,0.39,0.0,1.79,,5,211,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,4.22,0.22,0.0,48.15,,5,33,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,3.43,0.14,0.0,41.84,,3,27,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,6.01,0.19,0.0,3.15,53.51,3,247,31,MLP,IID,AG_NEWS,0.09,0.971,0.8939,0.0425,0.91,0.7563,0.7172,0.3946,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,6,8.74,0.11,0.0,1.83,,5,297,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,4.29,0.4,0.0,2.27,,5,216,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,7.07,0.23,0.0,25.87,,5,75,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,6,4.17,0.12,0.0,24.09,,3,51,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,6,7.28,0.19,0.0,1.64,34.03,3,240,32,MLP,IID,AG_NEWS,0.08,0.9743,0.8961,0.0384,0.87,0.7675,0.7308,0.3843,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,7,7.74,0.11,0.0,2.32,,5,217,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,7,7.72,0.4,0.0,3.05,,5,224,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,7,6.24,0.23,0.0,52.27,,5,42,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,7,7.07,0.13,0.0,53.79,,3,43,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
