Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.08,0.27,0.0,1.79,,5,407,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.89,0.27,0.0,1.09,,5,232,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.46,0.23,0.0,29.55,,5,10,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.71,0.04,0.0,50.31,,3,12,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,6.86,0.21,0.0,3.28,52.04,3,284,22,MLP,IID,AG_NEWS,0.32,0.89,0.6976,0.1579,1.42,0.5414,0.456,0.8246,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,5.11,0.27,0.0,1.71,,5,388,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.25,0.24,0.0,0.97,,5,200,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.22,0.23,0.0,40.23,,5,16,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,1.75,0.35,0.0,30.37,,3,27,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,7.39,0.21,0.0,4.21,42.59,3,278,25,MLP,IID,AG_NEWS,0.15,0.955,0.8831,0.0684,1.18,0.6733,0.6259,0.5886,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.1
Client 1,3,5.84,0.27,0.0,1.86,,5,346,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,2.66,0.34,0.0,2.07,,5,245,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,2.23,0.19,0.0,41.38,,5,21,29,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,2.04,0.18,0.0,24.19,,3,30,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,6.49,0.21,0.0,2.5,44.89,3,266,27,MLP,IID,AG_NEWS,0.12,0.9646,0.918,0.0542,1.16,0.7105,0.6643,0.5247,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.21
Client 1,4,5.5,0.27,0.0,1.68,,5,317,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,3.0,0.36,0.0,1.67,,5,222,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,2.26,0.19,0.0,45.06,,5,17,25,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,3.05,0.17,0.0,22.38,,3,45,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,7.08,0.21,0.0,3.69,48.37,3,267,29,MLP,IID,AG_NEWS,0.1,0.9707,0.9321,0.0455,1.12,0.7277,0.6796,0.4722,,"{ON,OFF,OFF,OFF,OFF,OFF}",0.11
Client 1,5,5.89,0.27,0.0,1.72,,5,300,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,3.29,0.4,0.0,1.5,,5,210,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,3.89,0.23,0.0,30.56,,5,41,31,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,3.38,0.17,0.0,29.3,,3,35,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,7.18,0.21,0.0,3.8,35.44,3,261,30,MLP,IID,AG_NEWS,0.08,0.9759,0.9392,0.0368,1.1,0.7348,0.687,0.4763,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.21
