Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.43,0.09,0.0,0.55,,5,265,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.66,0.29,0.0,0.61,,5,152,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.51,0.2,0.0,50.53,,5,5,20,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.44,0.07,0.0,50.44,,3,4,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.26,0.19,0.0,0.55,52.14,3,187,23,MLP,IID,AG_NEWS,0.35,0.884,0.7848,0.1771,1.28,0.638,0.567,0.6402,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.01
Client 1,2,2.79,0.09,0.0,0.54,,5,249,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.24,0.23,0.0,0.8,,5,159,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.02,0.2,0.0,50.63,,5,8,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,0.86,0.24,0.0,50.45,,3,5,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,2.69,0.19,0.0,0.53,52.71,3,177,26,MLP,IID,AG_NEWS,0.18,0.9443,0.8928,0.0791,1.06,0.7301,0.6808,0.4958,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.01
Client 1,3,3.24,0.09,0.0,0.53,,5,233,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,1.78,0.16,0.0,0.85,,5,168,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.51,0.16,0.0,50.78,,5,10,31,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
