Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.86,0.09,0.0,2.54,,5,409,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,1.1,0.29,0.0,1.72,,5,266,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.65,0.22,0.0,47.74,,5,10,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.88,0.04,0.0,34.4,,3,18,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,6.56,0.19,0.0,3.1,49.6,3,278,22,MLP,IID,AG_NEWS,0.35,0.8789,0.7916,0.182,1.22,0.6438,0.5801,0.6284,,"{OFF,OFF,OFF,OFF,OFF,OFF}",63.7
Client 1,2,4.8,0.09,0.0,1.81,,5,463,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.03,0.23,0.0,0.49,,5,325,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.01,0.22,0.0,47.5,50.11,5,15,25,MLP,IID,AG_NEWS,0.21,0.9376,0.8666,0.0856,0.67,0.7668,0.7425,0.4168,,"{ON,OFF,OFF,OFF,OFF,ON}",286.92
Client 1,3,225.91,0.09,0.0,114.23,,5,448,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,68.63,0.11,0.0,49.48,,5,371,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,65.77,0.17,0.0,91.89,342.52,5,266,29,MLP,IID,AG_NEWS,0.16,0.9504,0.8868,0.0688,0.55,0.82,0.8082,0.3141,,"{ON,OFF,OFF,OFF,OFF,OFF}",415.41
Client 1,4,201.49,0.09,0.0,75.71,,5,428,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,86.31,0.15,0.0,57.74,,5,355,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,85.74,0.17,0.0,98.91,279.78,5,309,30,MLP,IID,AG_NEWS,0.13,0.9614,0.8911,0.0525,0.55,0.8277,0.816,0.3004,,"{ON,OFF,OFF,OFF,OFF,ON}",394.78
Client 1,5,30.25,0.09,0.0,1.82,,5,345,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,29.43,0.16,0.0,0.89,,5,368,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,30.58,0.22,0.0,36.11,73.6,5,179,30,MLP,IID,AG_NEWS,0.11,0.9665,0.8872,0.0448,0.58,0.8237,0.8131,0.3266,,"{ON,OFF,OFF,OFF,OFF,OFF}",49.39
Client 1,6,6.94,0.09,0.0,1.88,,5,401,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,4.02,0.15,0.0,2.04,,5,335,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,3.77,0.23,0.0,31.16,37.66,5,66,31,MLP,IID,AG_NEWS,0.1,0.9706,0.8894,0.0381,0.6,0.8255,0.8153,0.3208,,"{ON,OFF,OFF,OFF,OFF,ON}",49.76
Client 1,7,11.74,0.09,0.0,2.88,,5,236,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,7,11.95,0.14,0.0,2.36,,5,232,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,7,10.94,0.23,0.0,42.92,,5,68,31,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,7,6.28,0.09,0.0,27.98,,3,63,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,7,13.07,0.19,0.0,2.12,56.09,3,234,29,MLP,IID,AG_NEWS,0.1,0.9697,0.8418,0.0422,0.76,0.8047,0.7791,0.3514,,"{OFF,OFF,OFF,OFF,OFF,OFF}",55.61
Client 1,8,13.63,0.09,0.0,4.15,,5,390,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,8,7.69,0.15,0.0,6.6,,5,353,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,8,7.97,0.18,0.0,44.04,53.68,5,101,31,MLP,IID,AG_NEWS,0.09,0.9719,0.8852,0.0375,0.7,0.8219,0.8022,0.3097,,"{ON,OFF,OFF,OFF,OFF,ON}",70.25
Client 1,9,12.21,0.09,0.0,1.75,,5,236,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,9,15.08,0.15,0.0,6.56,,5,320,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,9,12.52,0.19,0.0,52.59,,5,60,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,9,7.26,0.08,0.0,24.82,,3,70,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,9,15.78,0.19,0.0,10.4,67.81,3,260,30,MLP,IID,AG_NEWS,0.1,0.9702,0.8472,0.0414,0.77,0.8074,0.7804,0.34,,"{OFF,OFF,OFF,OFF,OFF,OFF}",43.04
