Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,53.52,0.08,0.0,19.69,,5,351,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,1,20.26,0.23,0.0,10.46,,5,201,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,1,20.44,0.34,0.0,60.64,,5,123,19,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,1,15.14,0.31,0.0,36.51,,3,116,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,1,71.34,0.13,0.0,36.42,121.07,3,263,19,CNN 16k,non-IID,FashionMNIST,0.34,0.8794,0.8261,0.4093,1.78,0.7167,0.6733,0.7964,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,61.26,0.1,0.0,14.43,,5,301,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,2,36.6,0.47,0.0,8.77,,5,199,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,2,25.17,0.17,0.0,67.3,,5,146,19,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,2,32.02,0.51,0.0,60.68,,3,108,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,2,72.31,0.13,0.0,33.61,121.05,3,251,19,CNN 16k,non-IID,FashionMNIST,0.3,0.8887,0.8011,0.3612,1.08,0.699,0.6596,0.8636,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.01
Client 1,3,76.78,0.12,0.0,13.5,,5,290,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,3,42.86,0.32,0.0,20.27,,5,218,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,3,32.55,0.12,0.0,25.97,,5,228,20,CNN 16k,IID,FashionMNIST,,,,,,,,,,0.0
Client 4,3,45.11,0.15,0.0,61.96,,3,143,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 5,3,83.55,0.08,0.0,35.37,131.0,3,253,19,CNN 16k,non-IID,FashionMNIST,0.23,0.916,0.8822,0.2776,0.94,0.7818,0.7485,0.6155,"{OFF,OFF,ON,OFF,OFF,OFF}",0.0
Client 1,4,44.87,0.1,0.0,15.12,,5,380,19,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 2,4,28.43,0.32,0.0,8.92,,5,317,20,CNN 16k,non-IID,FashionMNIST,,,,,,,,,,0.0
Client 3,4,26.46,0.07,0.0,41.72,72.3,5,230,20,CNN 16k,IID,FashionMNIST,0.2,0.9298,0.8729,0.1992,0.97,0.7764,0.7411,0.6656,"{ON,OFF,ON,OFF,OFF,OFF}",0.01
