Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.43,0.09,0.0,0.55,,5,265,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.66,0.29,0.0,0.61,,5,152,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.51,0.2,0.0,50.53,,5,5,20,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.44,0.07,0.0,50.44,,3,4,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.26,0.19,0.0,0.55,52.14,3,187,23,MLP,IID,AG_NEWS,0.35,0.884,0.7848,0.1771,1.28,0.638,0.567,0.6402,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.01
Client 1,2,2.79,0.09,0.0,0.54,,5,249,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,1.24,0.23,0.0,0.8,,5,159,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.02,0.2,0.0,50.63,,5,8,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,0.86,0.24,0.0,50.45,,3,5,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,2.69,0.19,0.0,0.53,52.71,3,177,26,MLP,IID,AG_NEWS,0.18,0.9443,0.8928,0.0791,1.06,0.7301,0.6808,0.4958,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.01
Client 1,3,3.24,0.09,0.0,0.53,,5,233,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,1.78,0.16,0.0,0.85,,5,168,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.51,0.16,0.0,50.78,,5,10,31,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,1.28,0.16,0.0,50.59,,3,7,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,2.98,0.19,0.0,0.56,53.76,3,170,30,MLP,IID,AG_NEWS,0.15,0.9516,0.9221,0.0681,0.98,0.7544,0.7112,0.4509,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.01
Client 1,4,3.62,0.09,0.0,0.54,,5,219,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,2.47,0.19,0.0,1.0,,5,165,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,1.98,0.16,0.0,51.01,,5,13,34,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,1.76,0.13,0.0,50.76,,3,8,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,3.21,0.19,0.0,0.68,54.4,3,171,33,MLP,IID,AG_NEWS,0.13,0.9587,0.9035,0.0587,0.88,0.7689,0.7256,0.4152,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.01
Client 1,5,3.95,0.09,0.0,0.54,,5,215,38,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,3.27,0.2,0.0,0.93,,5,163,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,2.46,0.22,0.0,51.1,,5,15,36,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,5,2.33,0.13,0.0,50.9,,3,10,37,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,5,3.51,0.19,0.0,0.74,55.02,3,166,34,MLP,IID,AG_NEWS,0.12,0.9637,0.8352,0.0508,0.83,0.7773,0.7386,0.41,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.01
Client 1,6,4.45,0.09,0.0,0.55,,5,196,39,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,3.6,0.21,0.0,0.96,,5,172,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,3.14,0.22,0.0,51.02,,5,16,36,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,6,2.35,0.11,0.0,50.91,,3,11,37,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,6,3.65,0.19,0.0,0.91,55.69,3,158,35,MLP,IID,AG_NEWS,0.11,0.9663,0.841,0.0468,0.8,0.7846,0.7487,0.4004,,"{OFF,OFF,ON,OFF,OFF,OFF}",0.01
